基金代码,基金名称,日期,单位净值,累计净值,日增长率,近一周增长率,近一个月增长率,近三个月增长率,近六个月增长率,近一年增长率,近两年增长率,近三年增长率,今年以来增长率,成立以来增长率,自定义增长率(当前日期向前推一年),手续费
005460	,银河嘉谊灵活配置混合C,2020-11-24,1.2862,1.2862,-0.33,0.47,0.97,-0.63,29.12,32.69,57.93,,28.20,28.62,33.2882,0.00%
004735	,中欧瑾灵灵活配置混合C,2020-11-24,1.2903,1.2903,-0.22,0.47,3.03,2.83,12.88,20.14,55.08,,17.94,29.0171,16.7465,0.00%
570001	,诺德价值优势混合,2020-11-24,2.7575,3.1875,-1.15,0.47,7.54,9.15,63.81,107.25,145.13,98.62,99.21,264.5285,81.3047,0.15%
006355	,华宝香港大盘C,2020-11-24,1.1316,1.1316,-0.47,0.47,4.44,-1.01,7.35,-2.38,1.97,,-8.20,-3.6526,-7.1168,0.00%
006059	,鹏扬泓利债券A,2020-11-24,1.0865,1.1265,0,0.47,0.46,0.88,3.16,5.08,,,3.67,12.7287,3.4299,1.00%
008421	,广发招泰混合C,2020-11-24,1.0615,1.0615,-0.13,0.47,2.19,2.03,5.20,,,,,6.15,3.46,0.00%
009003	,中银安康平衡养老三年(FOF),2020-11-20,1.0581,1.0581,0.26,0.47,1.43,3.45,4.74,,,,,5.81,2.59,0.12%
008420	,广发招泰混合A,2020-11-24,1.0645,1.0645,-0.14,0.47,2.22,2.13,5.42,,,,,6.45,3.67,0.10%
009570	,鹏华匠心精选混合A,2020-11-24,1.0643,1.0643,-0.72,0.47,4.69,5.73,,,,,,6.43,,0.15%
009828	,融通转型三动力灵活配置混合C,2020-11-24,3.0140,3.0140,-0.59,0.47,3.33,-5.52,,,,,,-3.1491,-1.1568,0.00%
008534	,惠升惠兴混合C,2020-11-24,1.2623,1.2623,-0.35,0.47,2.64,4.68,,,,,,26.23,19.88,0.00%
530009	,建信收益增强债券A,2020-11-24,1.7430,1.8580,0.11,0.46,0,0.11,5.76,8.60,11.87,8.73,6.15,94.0288,7.3051,0.08%
110018	,易方达增强回报债券B,2020-11-24,1.3220,2.2590,-0.15,0.46,1.87,3.02,9.08,12.86,26.01,27.14,9.77,185.9956,9.3871,0.00%
000639	,宝盈祥瑞混合A,2020-11-24,1.0940,1.42,-0.36,0.46,1.58,-1.09,-1.97,-1.53,-5.93,-6.74,-4.70,43.2895,-3.0411,0.12%
001141	,泰达宏利创盈混合A,2020-11-24,1.7610,1.7610,0.06,0.46,1.15,1.15,12.24,15.32,48.23,43.05,12.67,76.10,12.5651,0.10%
002192	,东方鼎新灵活配置混合C,2020-11-24,1.5420,1.5420,-0.08,0.46,1.55,2.49,12.75,16.85,51.94,24.83,14.98,47.7295,13.9266,0.00%
002419	,汇添富盈安灵活配置混合,2020-11-24,1.7480,1.7690,-0.06,0.46,7.31,2.46,34.88,46.64,65.37,65.06,42.58,78.2927,41.4696,0.12%
002534	,华安稳固收益债券A,2020-11-24,1.10,1.7810,-0.09,0.46,0.18,-0.54,-0.16,5.24,9.46,15.39,3.95,68.9272,5.3320,0.08%
002639	,天弘价值精选灵活配置混合,2020-11-24,1.3682,1.3682,-0.21,0.46,3.43,5.42,17.61,24.33,45.41,28.95,21.32,36.82,19.2818,0.15%
002361	,国富恒瑞债券A,2020-11-24,1.2970,1.3330,0,0.46,1.49,2.69,6.22,7.63,16.85,19.54,6.40,34.0074,4.9290,0.08%
003493	,申万菱信安鑫优选混合A,2020-11-24,1.3030,1.3480,0.08,0.46,2.60,2.92,13.80,20.09,31.89,28.77,18.45,35.9762,16.5129,0.07%
003641	,长盛盛丰灵活配置混合A,2020-11-24,1.2721,1.3431,-0.20,0.46,0.58,-0.26,14.37,19.42,30.23,24.57,16.72,36.1269,20.6286,0.08%
003642	,长盛盛丰灵活配置混合C,2020-11-24,1.2537,1.3017,-0.20,0.46,0.56,-0.30,14.25,19.18,29.22,23.20,16.49,31.3441,20.3743,0.00%
001543	,宝盈新锐混合A,2020-11-24,2.8530,2.8530,0.25,0.46,6.34,-0.49,39.17,57.97,170.68,114.35,53.72,185.30,65.3846,0.15%
501302	,南方恒指ETF联接A,2020-11-24,1.0271,1.0271,0.35,0.46,5.81,-0.22,9.41,-3.75,1.70,-5.10,-8.52,2.71,-8.4365,0.12%
005220	,海富通聚优精选混合(FOF),2020-11-23,1.5197,1.5197,0.51,0.46,5.95,4.32,32.74,48.96,87.11,55.95,42.19,51.97,40.3813,0.15%
002258	,大成国企改革灵活配置混合,2020-11-24,1.7550,1.7550,-0.51,0.46,3.60,1.21,29.33,51.69,116.13,73.93,45.64,75.50,53.8949,0.15%
005865	,浦银安盛量化多策略混合A,2020-11-24,1.3837,1.3837,-0.12,0.46,1.83,-1.31,14.99,19.31,38.11,,15.01,38.37,12.9167,0.15%
002358	,国投瑞银瑞祥,2020-11-24,1.5382,1.5382,-0.08,0.46,2.19,3.51,14.77,25.55,46.12,48.19,21.17,53.82,21.7388,0.15%
006060	,鹏扬泓利债券C,2020-11-24,1.0822,1.1182,0.01,0.46,0.44,0.79,2.95,4.66,,,3.30,11.8860,3.0245,0.00%
007577	,宝盈祥瑞混合C,2020-11-24,1.0880,1.0880,-0.37,0.46,1.59,-1.18,-2.16,-1.81,,,-4.98,-1.8936,-3.3154,0.00%
007578	,宝盈新锐混合C,2020-11-24,2.8260,2.8260,0.25,0.46,6.28,-0.67,38.60,56.74,,,52.67,71.8978,64.0442,0.00%
009571	,鹏华匠心精选混合C,2020-11-24,1.0611,1.0611,-0.72,0.46,4.61,5.52,,,,,,6.11,,0.00%
009352	,南方誉丰18个月混合C,2020-11-24,1.0527,1.0527,-0.14,0.46,1.71,1.69,,,,,,5.27,2.33,0.00%
008456	,招商瑞阳混合A,2020-11-24,1.1785,1.1785,-0.01,0.46,3.97,5.43,20.02,,,,,17.85,11.79,0.10%
350009	,天治研究驱动混合A,2020-11-24,2.2220,2.3910,-0.98,0.45,4.47,5.56,41.53,56.15,117.42,79.63,48.33,160.2461,45.0665,0.10%
040036	,华安安心收益债券A,2020-11-24,1.1250,1.7160,-0.09,0.45,0.36,-2.34,3.38,10.58,23.10,21.60,8.48,90.9195,7.0437,0.08%
151002	,银河收益混合,2020-11-24,1.7420,3.3620,-0.07,0.45,1.66,1.23,13.05,19.30,27.32,29.14,16.23,474.9158,16.4088,0.15%
000859	,融通通瑞债券C,2020-11-24,1.11,1.11,0,0.45,1.19,0,5.71,10.23,8.19,5.92,7.66,11,8.5064,0.00%
000256	,上投摩根红利回报混合A,2020-11-24,1.0359,1.4309,-0.17,0.45,1.31,-0.31,4.09,8.98,15.44,8.42,5.40,50.6118,5.9648,0.12%
090007	,大成策略回报混合,2020-11-24,1.3340,3.1210,-0.89,0.45,4.96,7.41,31.30,37.91,66.52,32.10,26.66,505.5383,26.7899,0.15%
001682	,新华鑫回报混合,2020-11-24,1.3510,1.4610,-0.15,0.45,2.43,1.66,8.86,19.56,61.41,30.28,12.77,49.7703,22.9554,0.15%
002462	,中银珍利混合C,2020-11-24,1.1110,1.3990,-0.09,0.45,2.21,2.11,8.02,15.03,31.98,33.41,12.27,46.5733,12.6216,0.00%
002422	,新华增强债券C,2020-11-24,1.2325,1.2325,-0.22,0.45,0.32,0.12,4.71,4.87,10.23,10.34,3.03,23.25,5.8478,0.00%
002421	,新华增强债券A,2020-11-24,1.2559,1.2559,-0.21,0.45,0.34,0.22,4.91,5.28,11.14,11.73,3.39,25.59,6.2601,0.08%
003379	,信诚至选混合A,2020-11-24,1.2536,1.3616,-0.10,0.45,1.61,2.94,12.59,16.46,28,31.72,15.18,38.8742,14.4430,0.08%
003380	,信诚至选混合C,2020-11-24,1.2532,1.3592,-0.10,0.45,1.61,2.92,12.53,16.35,27.97,31.55,15.08,38.5644,14.3298,0.00%
002461	,中银珍利混合A,2020-11-24,1.1070,1.3970,-0.09,0.45,2.12,2.12,8.05,15.21,31.46,33.02,12.43,46.4096,12.7783,0.10%
005596	,建信战略精选灵活配置混合A,2020-11-24,2.0853,2.0853,-0.34,0.45,9,12.53,48.88,69.07,157.29,,54.98,108.53,52.6394,0.15%
006306	,泰达宏利泰和平衡养老(FOF),2020-11-20,1.3312,1.3312,0.35,0.45,1.98,4.07,18.97,24.71,32.76,,21.99,33.12,19.4128,0.12%
005866	,浦银安盛量化多策略混合C,2020-11-24,1.3104,1.3104,-0.11,0.45,1.75,-1.50,14.35,18.10,32.70,,14.01,31.04,11.5062,0.00%
162207	,泰达宏利效率优选混合,2020-11-24,2.0750,4.9907,-0.72,0.45,4.35,3.79,24.28,42.37,99.92,50.29,40.80,399.0737,40.3897,0.15%
008133	,华安优质生活混合,2020-11-24,1.3462,1.3462,-0.35,0.45,3.17,-1.94,32.06,,,,,34.62,34.36,0.15%
005991	,长信利丰债券A,2020-11-24,1.3370,1.5140,-0.07,0.45,1.52,0.83,7.70,12.96,,,10.91,12.7109,11.1934,0.08%
008531	,惠升惠民混合A,2020-11-24,1.0876,1.2550,-0.36,0.45,2.17,1.74,25.70,,,,,25.9928,22.668,0.12%
008457	,招商瑞阳混合C,2020-11-24,1.1726,1.1726,-0.01,0.45,3.92,5.28,19.67,,,,,17.26,11.37,0.00%
008563	,银河臻优稳健配置混合A,2020-11-24,1.0134,1.0134,-0.15,0.45,1.59,1.34,,,,,,1.34,-1.16,0.08%
008564	,银河臻优稳健配置混合C,2020-11-24,1.0131,1.0131,-0.15,0.45,1.58,1.31,,,,,,1.31,-1.16,0.00%
009797	,大成汇享一年持有混合C,2020-11-24,1.0147,1.0147,-0.14,0.45,0.86,,,,,,,1.47,-0.12,0.00%
009796	,大成汇享一年持有混合A,2020-11-24,1.0156,1.0156,-0.14,0.45,0.89,,,,,,,1.56,-0.12,0.12%
213008	,宝盈资源优选混合,2020-11-24,2.0935,3.0734,0.15,0.44,6.89,-1.45,35.71,45.79,106.36,45.39,41.60,224.1288,47.7167,0.15%
000526	,国泰浓益灵活配置混合A,2020-11-24,1.2730,1.5580,0.08,0.44,1.02,0.51,12.62,17.26,31.52,8.30,14.81,58.2191,16.7216,0.08%
000466	,融通通瑞债券A/B,2020-11-24,1.1530,1.2280,0,0.44,1.32,0.17,5.97,10.76,9.19,7.26,8.06,23.9114,8.8995,0.06%
410010	,华富中小板指数增强,2020-11-24,1.5861,1.5861,-0.31,0.44,2.69,-1.82,27.12,40.04,66.26,10.22,31.75,58.61,33.7708,0.12%
001727	,申万菱信安鑫回报混合C,2020-11-24,1.36,1.4160,-0.22,0.44,1.49,0.74,10.57,19.93,28.30,25.06,17.34,40.9434,18.5284,0.00%
001430	,中邮乐享收益灵活配置混合,2020-11-24,1.3810,1.4410,-0.22,0.44,1.54,-2.47,3.06,1.99,21.25,23.52,-1.85,45.6396,4.1760,0.15%
001724	,申万菱信多策略灵活配置混合C,2020-11-24,1.3830,1.4890,-0.14,0.44,1.62,2.67,39.42,37.34,38.16,37.25,32.73,49.0863,36.2001,0.00%
002307	,银华多元视野灵活配置混合,2020-11-24,2.5110,2.5110,-0.91,0.44,5.73,0.32,39.58,77.71,136.44,99.44,65.09,151.10,72.9573,0.15%
002117	,广发安享混合C,2020-11-24,1.1390,1.4090,-0.09,0.44,1.24,2.43,6.45,11.40,19.75,24.54,10.46,46.6218,9.9797,0.00%
002116	,广发安享混合A,2020-11-24,1.1490,1.3550,-0.09,0.44,1.32,2.50,6.69,11.83,20.64,25.81,10.89,39.5317,10.3264,0.10%
000049	,中银标普全球资源等权重指数,2020-11-23,1.1340,1.1340,1.61,0.44,6.48,1.80,15.60,1.70,9.04,7.18,-2.91,13.40,,0.15%
003345	,安信新成长混合A,2020-11-24,1.1420,1.3320,-0.28,0.44,2.91,3.98,11.51,13.76,24.80,27.75,12.17,35.8743,9.9909,0.10%
004206	,华商元亨灵活配置混合,2020-11-24,1.1879,1.1879,-0.03,0.44,2.37,0.87,12.62,29.66,47.79,12.66,26.21,18.79,26.1579,0.15%
005659	,南方恒指ETF联接C,2020-11-24,1.0159,1.0159,0.35,0.44,5.77,-0.32,9.18,-4.13,0.90,,-8.85,-8.1049,-8.7885,0.00%
005597	,建信战略精选灵活配置混合C,2020-11-24,2.0577,2.0577,-0.34,0.44,8.95,12.39,48.50,68.21,154.82,,54.29,105.77,51.8003,0.00%
006457	,平安估值优势混合A,2020-11-24,1.6764,1.6764,-0.08,0.44,1.50,1.75,32.01,28.34,,,26,67.64,28.4473,0.15%
006568	,国联安行业领先混合,2020-11-24,1.7997,1.7997,-0.31,0.44,4.99,2.85,36.19,73.70,,,67.57,79.97,55.1817,0.15%
002923	,兴业聚惠灵活配置混合C,2020-11-24,1.6130,1.6130,-0.25,0.44,1.13,1.96,10.86,20.55,34.53,32.43,18.26,39.8959,18.0105,0.00%
008532	,惠升惠民混合C,2020-11-24,1.0862,1.2516,-0.36,0.44,2.13,1.64,25.45,,,,,25.6266,22.4229,0.00%
009077	,红土创新稳进混合A,2020-11-24,1.0769,1.0769,-0.25,0.44,2.44,3.24,8.07,,,,,7.69,5.05,0.04%
008326	,东财中证通信A,2020-11-24,1.0737,1.0737,0.20,0.44,2.18,-6.80,10.15,,,,,7.37,10.84,0.10%
008958	,嘉实回报精选股票,2020-11-24,1.2924,1.2924,-0.63,0.44,9.47,8.40,27.75,,,,,29.2271,16.9883,0.15%
009700	,长江添利混合A,2020-11-24,1.0232,1.0232,-0.31,0.44,1.94,2.27,,,,,,2.32,,0.12%
009428	,鹏扬景沣六个月持有期混合A,2020-11-24,1.0122,1.0122,0.04,0.44,0.42,0.99,,,,,,1.22,,0.10%
206004	,鹏华信用增利债券B,2020-11-24,1.4168,1.6947,0.06,0.43,1,-0.09,4.69,11.93,18.98,22.69,8.86,73.6069,10.1076,0.00%
206003	,鹏华信用增利债券A,2020-11-24,1.3175,1.7133,0.06,0.43,1.04,0,4.89,12.37,19.76,23.96,9.24,78.2084,10.5283,0.08%
288002	,华夏收入混合,2020-11-24,6.5050,7.9050,-0.17,0.43,4.06,-0.35,31.39,45.36,69.75,28.86,32.51,1385.9758,36.6595,0.15%
630103	,华商收益增强债券B,2020-11-24,1.1590,1.6650,-0.09,0.43,1.22,1.76,7.81,0.78,1.58,-5.54,3.21,72.9408,-3.6270,0.00%
450011	,国富研究精选混合,2020-11-24,2.8040,2.8040,-0.78,0.43,5.26,3.66,44.39,60.41,131.35,95.81,52.97,180.40,53.7747,0.15%
519674	,银河创新成长混合,2020-11-24,5.7485,5.7485,1.61,0.43,10.76,-6.61,8.57,59.76,175.97,113.94,42.69,474.85,57.1460,0.15%
000398	,华富灵活配置混合,2020-11-24,1.1570,1.4320,-0.17,0.43,0.87,1.47,15.54,22.46,39.59,18.73,15.32,48.1418,21.3333,0.15%
519007	,海富通强化回报混合,2020-11-24,0.9420,2.4380,-0.11,0.43,0,-2.18,16.44,20,34,21.39,15.87,164.7484,21.1465,0.15%
003346	,安信新成长混合C,2020-11-24,1.1366,1.3226,-0.28,0.43,2.89,3.93,11.39,13.52,24.30,27.01,11.97,34.7806,9.7697,0.00%
519752	,交银新回报灵活配置混合A,2020-11-24,1.4140,1.4340,-0.07,0.43,1.95,2.61,9.70,14.03,22.64,26.14,12.40,44.1377,12.9508,0.15%
001547	,兴业聚惠灵活配置混合A,2020-11-24,1.6180,1.6180,-0.25,0.43,1.12,1.95,10.90,20.75,34.72,32.73,18.36,61.80,18.1203,0.15%
004076	,国联安锐意成长混合,2020-11-24,2.3012,2.3012,-0.17,0.43,5.13,2.98,35.97,53.97,124.95,94.29,54.06,130.12,53.6975,0.15%
003855	,汇安丰华混合C,2020-11-24,1.0642,1.2353,-0.06,0.43,1.68,-0.72,6.70,10.58,17.15,6.63,9.66,24.9514,9.2331,0.00%
003183	,华富弘鑫混合C,2020-11-24,1.2083,1.2533,-0.04,0.43,1.69,2.61,9.54,13.07,20.01,23.04,10.82,25.9045,10.7181,0.00%
003182	,华富弘鑫混合A,2020-11-24,1.2210,1.2660,-0.04,0.43,1.71,2.65,9.64,13.30,20.58,23.88,11.02,27.1842,10.9481,0.15%
003854	,汇安丰华混合A,2020-11-24,1.0682,1.7866,-0.07,0.43,1.68,-0.70,6.76,10.68,15.77,5.51,9.75,86.7998,9.3582,0.15%
270002	,广发稳健增长混合A,2020-11-24,1.7659,4.7245,-0.10,0.43,2.03,-0.24,11.94,25.11,63.15,51.83,23.79,1199.8806,29.1809,0.15%
005035	,银华信息科技量化股票发起式A,2020-11-24,1.2159,1.2159,-0.20,0.43,1.56,-2.33,16.12,40.55,92.72,30.29,31.11,21.59,32.6021,0.15%
006458	,平安估值优势混合C,2020-11-24,1.6673,1.6673,-0.08,0.43,1.47,1.68,31.80,29.22,,,26.91,66.73,29.3353,0.00%
006610	,银华远见混合发起式,2020-11-24,1.4001,1.4001,-0.67,0.43,4.03,-2.62,26.08,31.99,,,26.88,40.01,30.9887,0.15%
006259	,添富红利增长混合A,2020-11-24,1.7321,1.7321,-0.71,0.43,5.81,4.04,52.06,61.02,,,49.68,73.21,52.9167,0.15%
006675	,宝盈品牌消费股票A,2020-11-24,1.3478,1.3478,-1.03,0.43,-0.16,-12.71,4.41,19.85,,,20.65,34.78,39.8981,0.15%
519755	,交银多策略回报灵活配置混合A,2020-11-24,1.3960,1.4910,0,0.43,1.82,2.49,8.08,12.54,27.11,29.64,10.47,49.8619,11.2954,0.15%
009078	,红土创新稳进混合C,2020-11-24,1.0761,1.0761,-0.25,0.43,2.42,3.20,8.01,,,,,7.61,5,0.00%
008327	,东财中证通信C,2020-11-24,1.0714,1.0714,0.19,0.43,2.15,-6.86,10,,,,,7.14,10.67,0.00%
009414	,中银大健康股票A,2020-11-24,1.1779,1.1779,-0.73,0.43,2.13,-0.94,,,,,,17.79,17.64,0.15%
009701	,长江添利混合C,2020-11-24,1.0220,1.0220,-0.31,0.43,1.91,2.16,,,,,,2.20,,0.00%
009429	,鹏扬景沣六个月持有期混合C,2020-11-24,1.0110,1.0110,0.04,0.43,0.38,0.88,,,,,,1.10,,0.00%
009766	,安信平稳双利3个月持有混合A,2020-11-24,1.0188,1.0188,-0.17,0.43,1.84,,,,,,,1.88,,0.08%
010321	,中银大健康股票C,2020-11-24,1.1777,1.1777,-0.73,0.43,2.11,,,,,,,-2.6292,,0.00%
009611	,兴全汇享一年持有混合A,2020-11-24,1.0483,1.0483,-0.06,0.43,2.47,2.77,,,,,,4.83,,0.12%
260104	,景顺长城内需增长混合,2020-11-24,11.8990,13.7650,-0.60,0.42,6.94,9.60,54.27,69.60,187.59,121.67,62.90,2195.8815,57.8404,0.15%
470059	,汇添富可转换债券C,2020-11-24,1.6730,1.9550,-0.24,0.42,1.76,-1.70,17.16,23.93,53.07,38.27,17.65,108.9919,24.1094,0.00%
001609	,平安鑫享混合A,2020-11-24,1.4402,1.4402,-0.12,0.42,5.01,1.93,15.72,21.36,32.74,20.92,19.24,44.02,16.5787,0.12%
531009	,建信收益增强债券C,2020-11-24,1.6640,1.7790,0.06,0.42,-0.06,0,5.52,8.12,10.93,7.42,5.72,85.5169,6.8458,0.00%
001273	,民生加银新动力混合A,2020-11-24,1.1980,1.1980,-0.17,0.42,1.27,3.99,32.38,29.79,14.75,8.91,21.87,19.80,33.2953,0.05%
002505	,鹏华金鼎灵活配置混合C,2020-11-24,1.4410,1.4410,-0.14,0.42,5.49,-3.42,23.69,28.32,42.53,49.48,20.89,44.10,23.4375,0.00%
001148	,申万菱信多策略灵活配置混合A,2020-11-24,1.4190,1.6220,-0.14,0.42,1.57,2.68,39.67,37.90,41.33,52.42,32.99,71.9193,36.6927,0.07%
001193	,中金消费升级,2020-11-24,1.4480,1.4480,-0.75,0.42,7.58,6.71,49.90,73.62,141.74,73.41,67.59,44.80,60.6242,0.15%
003319	,建信瑞丰添利混合A,2020-11-24,1.1333,1.1333,-0.09,0.42,0.69,0.76,2.85,6.22,10.99,6.78,4.80,13.33,5.5804,0.10%
003993	,前海开源沪港深核心驱动混合,2020-11-24,1.6074,1.6554,-0.37,0.42,2.71,-0.56,34.66,34.32,53.33,37.48,27.34,67.2554,33.1501,0.15%
519625	,银河君盛混合A,2020-11-24,1.2982,1.4682,-0.14,0.42,2.39,3.21,17.63,21.55,46.29,42.96,18.27,51.2893,18.7930,0.08%
000270	,建信灵活配置混合,2020-11-24,1.1159,1.7045,-0.09,0.42,0.75,0.92,3.42,5.71,5.77,9.29,5.18,70.4477,5.2885,0.12%
003320	,建信瑞丰添利混合C,2020-11-24,1.1228,1.1228,-0.09,0.42,0.67,0.71,2.74,6.01,10.59,6.15,4.60,12.28,5.3650,0.00%
005036	,银华信息科技量化股票发起式C,2020-11-24,1.2152,1.2152,-0.20,0.42,1.53,-2.42,15.89,40.02,91.97,30.32,30.65,21.52,32.0921,0.00%
004738	,上投摩根安隆回报A,2020-11-24,1.2629,1.2629,-0.03,0.42,0.87,1.64,8,15.35,27.28,,12.94,26.29,14.9407,0.10%
360001	,光大量化股票,2020-11-24,1.3631,3.6283,-0.56,0.42,3.72,1.50,30.38,35.74,69.75,26.55,29.10,481.8466,25.3324,0.15%
005886	,华夏鼎沛债券A,2020-11-24,1.4059,1.4425,-0.31,0.42,1.22,-2.37,13.62,23.19,45.43,,15.58,44.9257,20.3043,0.08%
009326	,广发稳健增长混合C,2020-11-24,1.7624,1.7624,-0.10,0.42,2,-0.34,11.72,,,,,10.8707,10.185,0.00%
009612	,兴全汇享一年持有混合C,2020-11-24,1.0475,1.0475,-0.06,0.42,2.44,2.73,,,,,,4.75,,0.00%
009767	,安信平稳双利3个月持有混合C,2020-11-24,1.0179,1.0179,-0.17,0.42,1.81,,,,,,,1.79,,0.00%
000072	,华安稳健回报混合,2020-11-24,1.2059,2.1190,-0.10,0.41,1.92,1.53,3.82,11.49,13.44,16.74,9.22,111.9038,9.4268,0.15%
340007	,兴全社会责任混合,2020-11-24,5.1150,5.3050,-0.72,0.41,3.06,-2.61,30.62,45.98,89.87,31.76,39.03,480.1335,46.3091,0.15%
200013	,长城积极增利债券A,2020-11-24,1.2338,1.6962,-0.07,0.41,0.52,-0.40,7.18,8.42,11.27,16.70,7.62,79.9336,8.6481,0.08%
050123	,博时天颐债券C,2020-11-24,1.4650,1.7080,-0.07,0.41,0.48,-1.41,1.74,10.40,21.27,31.51,7.80,77.6020,11.1533,0.00%
001610	,平安鑫享混合C,2020-11-24,1.4327,1.4327,-0.13,0.41,4.97,1.83,15.48,20.71,31.56,19.79,18.80,43.27,15.9779,0.00%
001142	,泰达宏利创盈混合B,2020-11-24,1.7140,1.7140,0,0.41,1.12,1.06,12.10,14.80,47.63,41.77,12.25,71.40,12.1172,0.00%
519760	,交银新回报灵活配置混合C,2020-11-24,4.8930,4.9130,-0.04,0.41,1.94,2.58,9.66,13.95,22.85,343.21,12.33,389.6011,12.7956,0.00%
002504	,鹏华金鼎灵活配置混合A,2020-11-24,1.4850,1.4850,-0.13,0.41,5.62,-3.19,24.27,29.36,44.88,52.15,21.72,48.50,24.3197,0.08%
100035	,富国优化增强债券A/B,2020-11-24,1.7250,1.94,-0.23,0.41,1,-0.46,3.67,7.79,18.46,16.48,5.31,99.4074,6.4833,0.08%
002612	,融通通慧混合A/B,2020-11-24,1.4811,1.4811,-0.05,0.41,0.95,0.73,12.74,22.72,77.59,41.33,19.28,48.11,22.4943,0.15%
003044	,东方红战略精选混合A,2020-11-24,1.2508,1.3008,0.15,0.41,1.03,2.06,5.75,8.65,22.58,19.14,7.38,31.0871,5.9832,1.00%
519626	,银河君盛混合C,2020-11-24,1.2881,1.4581,-0.14,0.41,2.44,3.25,17.65,21.46,45.71,42.24,18.23,50.2343,18.5426,0.00%
004517	,南方安康混合,2020-11-24,1.0814,1.3244,-0.06,0.41,1.77,3.15,11.42,16.56,33.14,32.04,14.30,34.8613,13.4867,0.12%
004739	,上投摩根安隆回报C,2020-11-24,1.2513,1.2513,-0.03,0.41,0.84,1.57,7.83,15,26.51,,12.64,25.13,14.5944,0.00%
004661	,银河如意债券,2020-11-24,1.0388,1.0388,-0.10,0.41,-0.63,-1.63,-1.67,0.61,,,-2.64,3.88,1.9370,0.08%
005887	,华夏鼎沛债券C,2020-11-24,1.3925,1.4288,-0.32,0.41,1.18,-2.47,13.39,22.70,44.27,,15.16,43.5344,19.8311,0.00%
005517	,富国新趋势灵活配置混合A,2020-11-24,1.1224,1.1224,-0.06,0.41,0.79,1.51,8.72,13.51,11.57,,11.64,12.24,11.7605,0.12%
007925	,平安鑫享混合E,2020-11-24,1.4384,1.4384,-0.13,0.41,5,1.90,15.65,21.13,,,19.13,22.4483,16.4893,0.00%
006260	,添富红利增长混合C,2020-11-24,1.7082,1.7082,-0.71,0.41,5.74,3.83,51.44,59.73,,,48.60,70.82,51.6301,0.00%
006676	,宝盈品牌消费股票C,2020-11-24,1.3320,1.3320,-1.03,0.41,-0.22,-12.89,3.99,18.89,,,19.78,33.20,38.7713,0.00%
005518	,富国新趋势灵活配置混合C,2020-11-24,1.1061,1.1061,-0.06,0.41,0.75,1.38,8.44,12.94,10.48,,11.14,10.61,11.1964,0.00%
008665	,嘉实鑫和一年持有期混合C,2020-11-24,1.0309,1.0709,-0.04,0.41,1.02,1.48,5.93,,,,7.03,7.1248,5.58,0.00%
008664	,嘉实鑫和一年持有期混合A,2020-11-24,1.0317,1.0747,-0.05,0.41,1.05,1.58,6.14,,,,7.41,7.5083,5.87,0.08%
008629	,大成景瑞稳健配置混合A,2020-11-24,1.0633,1.0633,-0.11,0.41,0.88,2.20,6.88,,,,,6.33,3.79,0.10%
860039	,光大阳光智造混合C,2020-11-24,1.1345,2.2218,-0.97,0.41,8.30,7.41,,,,,,13.8054,2.8512,0.00%
009884	,民生加银康宁平衡养老目标三年持有混合(FOF),2020-11-23,1.0109,1.0109,0.25,0.41,1.79,,,,,,,1.09,,0.08%
010020	,华夏线上经济主题精选混合,2020-11-24,1.0179,1.0179,-0.19,0.41,1.98,,,,,,,1.79,,0.15%
580007	,东吴安享量化混合,2020-11-24,1.2744,1.8544,-0.74,0.40,1.04,-5.36,1.86,11.69,42.23,18.48,6.47,109.4534,12.3252,0.15%
519661	,银河增利债券C,2020-11-24,1.5110,1.8110,-0.20,0.40,-0.20,-1.76,3.49,6.41,11.94,15.03,4.50,83.2496,7.0077,0.00%
163816	,中银转债增强债券A,2020-11-24,2.7390,2.7390,-0.18,0.40,0,-0.72,21.36,29.75,55.62,45.54,23.21,173.90,28.5045,0.08%
200113	,长城积极增利债券C,2020-11-24,1.4698,1.6602,-0.07,0.40,0.49,-0.50,6.96,7.98,10.42,15.28,7.23,72.8336,8.2032,0.00%
050023	,博时天颐债券A,2020-11-24,1.52,1.7730,-0.07,0.40,0.53,-1.30,1.94,10.87,22.28,33.10,8.19,85.6115,11.6091,0.08%
160512	,博时卓越品牌混合(LOF),2020-11-24,3.0190,3.2030,0.40,0.40,5.19,1.72,38.49,53.56,107.63,43.56,47.41,229.5128,55.7652,0.15%
160514	,博时稳健回报债券(LOF)C,2020-11-24,1.4980,1.5980,0,0.40,0.88,1.22,5.87,13.40,19.84,26.09,9.26,82.6658,11.3619,0.00%
002619	,中银裕利混合C,2020-11-24,1.2520,1.3710,-0.08,0.40,2.15,2.62,8.19,14.20,23.86,28.54,11.96,38.5706,10.6678,0.00%
470058	,汇添富可转换债券A,2020-11-24,1.7450,2.0270,-0.23,0.40,1.75,-1.63,17.35,24.47,54.27,39.96,18.06,116.7153,24.6506,0.08%
519989	,长信利丰债券C,2020-11-24,1.4890,2.1160,-0.13,0.40,1.43,0.68,7.43,12.43,19.51,14.89,10.47,144.9764,9.9366,0.00%
003432	,信诚至瑞灵活配置A,2020-11-24,1.3493,1.4093,-0.10,0.40,1.28,2.75,12.06,18.16,35.32,31.03,16.17,41.5741,16.6720,0.08%
