基金代码,基金名称,日期,单位净值,累计净值,日增长率,近一周增长率,近一个月增长率,近三个月增长率,近六个月增长率,近一年增长率,近两年增长率,近三年增长率,今年以来增长率,成立以来增长率,自定义增长率(当前日期向前推一年),手续费
001838	,国投瑞银国家安全混合,2020-11-24,1.0860,1.0860,0.37,10.59,8.49,-3.89,53.61,67.08,70.22,37.29,57.39,8.60,34.6753,0.15%
162411	,华宝标普油气上游股票人民币A,2020-11-23,0.2825,0.2825,8.53,8.91,22.93,4.86,2.24,-24.67,-49.73,-51.21,-32.09,-71.75,-39.0952,0.15%
007844	,华宝标普油气上游股票人民币C,2020-11-23,0.2816,0.2816,8.52,8.89,22.86,4.76,2.07,,,,,-28.8170,-35.5157,0.00%
160643	,鹏华空天军工指数(LOF)A,2020-11-24,1.3201,1.3201,0.63,8.33,8.22,-0.87,44.16,65.65,83.53,38.51,58.97,31.9968,33.8165,0.12%
010364	,鹏华空天军工指数(LOF)C,2020-11-24,1.0595,1.0595,0.62,8.32,,,,,,,,5.95,,0.00%
161724	,招商中证煤炭等权指数分级,2020-11-24,1.0422,0.7608,0.70,7.98,16.34,16.16,45.88,27.37,30.73,-4.19,21.37,-22.9839,0.1989,0.10%
004351	,汇丰晋信珠三角区域发展混合,2020-11-24,1.5334,1.5334,1.85,7.78,7.21,-3.02,36.76,46.89,77.27,47.10,36.47,53.34,40.7517,0.15%
005669	,前海开源公用事业股票,2020-11-24,1.3752,1.3752,2,7.72,15.19,27.38,40.38,32.79,45.45,,29.94,37.52,1.1353,0.15%
160221	,国泰国证有色金属行业指数分级,2020-11-24,1.0625,0.7853,1.27,7.65,21.68,13.32,47.82,51.87,58.70,2.36,31.64,-19.4432,17.0461,0.00%
000689	,前海开源新经济混合,2020-11-24,1.4270,1.5370,2.37,7.54,9.01,3.71,39.22,42.27,59.80,27.81,35.39,56.8287,28.1008,0.15%
161032	,富国中证煤炭指数分级,2020-11-24,1.1010,0.7450,0.27,7.52,15.17,16.26,42.06,23.34,34.26,0.17,16.14,-25.5450,-3.9921,0.00%
004243	,广发道琼斯石油指数人民币C,2020-11-23,0.7592,0.7592,7.31,7.44,24.70,6.45,-2.24,-16.45,-24,-22.04,-20.96,-24.08,-24.3447,0.00%
162719	,广发道琼斯石油指数人民币A,2020-11-23,0.7542,0.7542,7.30,7.44,24.76,6.60,-1.96,-16.13,-23.89,-22.69,-20.67,-24.58,-24.2495,0.12%
165520	,信诚中证800有色指数分级,2020-11-24,1.2730,1.3880,1.27,7.43,22.88,16.79,53,59,70.65,12.93,37.03,35.9854,22.5918,0.12%
004432	,南方有色金属ETF联接A,2020-11-24,0.9709,0.9709,1.24,7.32,21.06,12.57,44.11,51.92,63.73,6.39,31.03,-2.91,17.8971,0.12%
004433	,南方有色金属ETF联接C,2020-11-24,0.9586,0.9586,1.25,7.32,21.02,12.46,43.83,51.32,62.45,5.13,30.56,-4.14,17.4404,0.00%
164402	,前海开源中航军工,2020-11-24,0.9390,0.9610,0.54,7.31,5.51,-2.49,37.81,45.51,67.10,23.08,41.05,-3.0673,21.0914,0.12%
008279	,国泰中证煤炭ETF联接A,2020-11-24,1.2741,1.2741,0.28,7.21,14.64,15,38.75,,,,,27.41,9.53,0.10%
008280	,国泰中证煤炭ETF联接C,2020-11-24,1.2711,1.2711,0.28,7.20,14.62,14.93,38.54,,,,,27.11,9.33,0.00%
160630	,鹏华中证国防指数分级,2020-11-24,1.1650,1.2720,0.52,7.18,6.20,-2.84,40.02,62.38,76.12,36.04,54.10,7.8208,37.8082,0.12%
690008	,民生中证内地资源主题指数,2020-11-24,0.7520,0.7520,0.94,7.12,19.37,14.29,37.48,28.99,27.03,-7.39,16.05,-24.80,0.3135,0.12%
161217	,国投瑞银中证资源指数,2020-11-24,0.8740,0.8740,1.04,7.11,19.40,15.61,45.91,42.81,51.47,14.85,27.78,-12.60,15.6740,0.12%
160620	,鹏华资源分级,2020-11-24,1.2980,0.9520,1.33,7.10,17.25,10.56,38.09,31.66,48.48,7.90,18.79,-2.5060,11.3103,0.12%
001643	,汇丰晋信智造先锋股票A,2020-11-24,2.5549,2.5549,2.27,6.95,17.46,24.22,75.41,138,223.77,147.66,93.23,155.4134,80.5579,0.15%
001644	,汇丰晋信智造先锋股票C,2020-11-24,2.4924,2.4924,2.27,6.94,17.41,24.07,74.97,136.83,220.77,144.16,92.37,149.1653,79.7411,0.00%
240022	,华宝资源优选混合,2020-11-24,2.4250,2.5340,1.08,6.88,22.60,20.05,60.81,72.72,102.59,73.96,57.06,161.2332,31.6035,0.15%
000596	,前海开源中证军工指数A,2020-11-24,1.8580,1.8580,0.43,6.84,5.21,-2.77,39.49,57.86,79,34.93,52.30,85.80,33.7748,0.12%
002199	,前海开源中证军工指数C,2020-11-24,0.9460,1.9060,0.42,6.77,5.11,-2.87,39.32,57.40,78.15,33.99,51.85,-6.4813,33.4293,0.12%
540008	,汇丰晋信低碳先锋股票,2020-11-24,2.5735,2.6735,2.07,6.72,17.04,23.26,74.31,136.12,180.28,64.85,91.51,180.6396,82.1239,0.15%
003017	,广发中证军工ETF联接A,2020-11-24,1.0784,1.0784,0.41,6.62,4.64,-4.38,34.13,47.79,68.08,28.43,42.40,7.84,26.1295,0.12%
005693	,广发中证军工ETF联接C,2020-11-24,1.0765,1.0765,0.40,6.62,4.62,-4.43,33.98,47.49,67.52,,42.15,50.6016,25.8308,0.00%
168501	,北信瑞丰产业升级,2020-11-24,2.0660,2.0660,0.65,6.53,9.40,1.14,47.76,101.56,143.86,104.80,73.82,106.60,85.3870,0.15%
163115	,申万菱信中证军工指数分级,2020-11-24,1.0631,1.8818,0.37,6.52,4.69,-4.39,38.07,53.18,72.11,29.23,47.64,51.2005,29.9763,0.10%
050024	,博时上证自然资源ETF联接,2020-11-24,0.7413,0.7413,0.88,6.51,16.69,10.07,35.60,28.41,27.55,-4.21,16.37,-25.87,3.5884,0.12%
050018	,博时行业轮动混合,2020-11-24,1.82,1.82,0.94,6.50,18.72,10.77,36.33,54.24,90.78,35.22,39.78,82,25.3731,0.15%
000209	,信诚新兴产业混合,2020-11-24,2.3490,2.3490,1.29,6.48,12.07,13.31,57.02,77.69,125.87,54.03,64.73,134.90,48.4982,0.15%
161024	,富国中证军工指数分级,2020-11-24,1.0950,1.7480,0.37,6.41,4.39,-4.87,33.87,46.90,61.39,21.44,41.65,64.8713,24.3436,0.12%
000690	,前海开源大海洋混合,2020-11-24,1.7590,1.7590,0.40,6.35,7.45,3.11,55.53,59.91,114.25,84,44.30,75.90,45.1082,0.15%
004698	,博时军工主题股票,2020-11-24,1.6750,1.6750,0.72,6.35,8.20,-0.95,56.69,80.30,108.59,64.05,68.68,67.50,54.8077,0.15%
001780	,诺安改革趋势灵活配置混合,2020-11-24,1.6840,1.6840,0.24,6.25,11.38,9.71,38.03,65.10,115.07,69.25,55.21,68.40,49.3110,0.15%
000264	,博时内需增长混合,2020-11-24,1.5270,1.3340,0.39,6.19,9.62,1.60,30.62,52.24,87.36,41.39,38.19,49.2689,36.2523,0.15%
005609	,富国军工主题混合,2020-11-24,1.7214,1.7214,0.20,6.10,5.43,-3.49,44.27,77.87,112.41,,65.98,72.14,55.0097,0.15%
009147	,建信新能源行业股票,2020-11-24,1.4473,1.4473,1.11,6.08,14.82,32.48,,,,,,44.73,8.88,0.15%
005774	,华夏产业升级混合,2020-11-24,1.7060,1.7060,0.30,6.04,5,-4.12,33.08,45.27,74.81,,41.28,70.60,45.5808,0.15%
004854	,广发中证全指汽车指数A,2020-11-24,1.3473,1.3473,-0.77,5.98,18.30,45.26,87.83,87.12,94.81,31.78,77.14,34.73,22.0138,0.10%
004855	,广发中证全指汽车指数C,2020-11-24,1.3448,1.3448,-0.77,5.96,18.28,45.18,87.64,86.78,94.45,31.56,76.83,34.48,21.8223,0.00%
004350	,汇丰晋信价值先锋股票,2020-11-24,1.8705,1.8705,0.23,5.94,8.36,-1.50,29.51,43.95,87.58,,33.50,87.05,37.6931,0.15%
002251	,华夏军工安全混合,2020-11-24,1.4130,1.4130,0.14,5.92,4.59,-4.14,45.07,61.12,77.96,46.27,53.09,41.30,35.9572,0.15%
163208	,诺安油气能源,2020-11-23,0.4850,0.4850,6.36,5.90,20.35,3.63,0,-36.93,-43.01,-43.60,-39.45,-51.50,-42.8208,0.15%
003624	,创金合信资源股票发起式A,2020-11-24,1.8404,1.8404,0.27,5.87,19.93,24.64,73,99.18,126.07,49.86,70.83,84.04,50.9407,0.15%
003625	,创金合信资源股票发起式C,2020-11-24,1.8018,1.8018,0.27,5.86,19.88,24.49,72.57,98.17,125.73,48.44,70.08,80.18,51.4498,0.00%
000535	,长盛航天海工装备灵活配置混合,2020-11-24,1.3940,1.9090,0.29,5.85,3.80,-3.19,44.46,50.38,64,29.19,45.82,114.0814,35.8061,0.15%
006103	,凯石淳行业精选混合A,2020-11-24,1.2258,1.2258,0.80,5.85,12.38,9.75,25.22,33.54,38.27,,26.36,22.5677,23.6350,0.15%
006814	,凯石淳行业精选混合C,2020-11-24,1.2033,1.2033,0.79,5.83,12.31,9.47,24.71,32.58,,,25.54,35.8740,22.4154,0.00%
501019	,国泰国证航天军工指数,2020-11-24,1.1665,1.1665,0.55,5.81,2.64,-5.71,35.03,50.61,83.35,41.50,42.74,16.65,31.8386,0.12%
110025	,易方达资源行业混合,2020-11-24,1.0950,1.0950,1.11,5.80,18.51,11.51,45.03,43.89,33.37,-3.10,27.77,9.50,10.5568,0.15%
008099	,广发价值领先混合,2020-11-24,1.2066,1.2066,0.56,5.80,14.23,8.38,20.77,,,,,20.66,7.45,0.15%
161611	,融通内需驱动混合,2020-11-24,1.9180,2.0380,-0.05,5.79,11.25,6.85,37,58.38,129.15,101.68,46.75,113.8662,54.8273,0.15%
001951	,金鹰改革红利混合,2020-11-24,1.8730,1.8730,1.08,5.70,16.77,25.20,60.22,77.54,116.03,65.90,69.66,87.30,31.9853,0.15%
009644	,东方阿尔法优势产业混合A,2020-11-24,1.0708,1.0708,0.66,5.67,13.79,13,,,,,,7.08,,0.15%
009645	,东方阿尔法优势产业混合C,2020-11-24,1.0686,1.0686,0.66,5.67,13.74,12.85,,,,,,6.86,,0.00%
004139	,中邮军民融合灵活配置混合,2020-11-24,1.5529,1.5529,0.17,5.65,7.97,9.99,66.41,75.65,92.36,55.69,65.40,55.29,49.4279,0.15%
310368	,申万菱信竞争优势混合,2020-11-24,1.8622,2.8782,0.75,5.64,12.89,4.88,50.81,49.94,103.30,45.30,44.61,281.2860,34.2418,0.15%
398051	,中海环保新能源混合,2020-11-24,1.8080,1.8080,0.67,5.55,14.29,26.52,67.41,103.15,132.39,85.44,78.30,80.80,53.7541,0.15%
002681	,金鹰元和灵活配置混合A,2020-11-24,1.6650,1.69,1.58,5.55,17.44,10.64,35.94,62.49,77.71,67.75,49.34,70.6050,46.1414,0.12%
002682	,金鹰元和灵活配置混合C,2020-11-24,1.6341,1.6491,1.59,5.54,17.38,10.47,35.53,61.55,75.46,64.52,48.55,65.8345,45.1878,0.00%
161715	,招商大宗商品(LOF),2020-11-24,1.1539,1.2924,0.64,5.48,15.10,7.67,40.12,38.54,53.40,2.84,26.86,34.3112,14.1798,0.12%
257060	,国联安上证商品ETF联接,2020-11-24,0.7787,0.7787,0.22,5.43,15.38,12.64,51.88,52.51,62.40,21.79,37.51,-22.13,24.9492,0.15%
005939	,工银新能源汽车混合A,2020-11-24,2.3916,2.3916,1.06,5.43,20.21,29.21,75.36,102.85,139.16,,74.80,139.16,52.4532,0.15%
005940	,工银新能源汽车混合C,2020-11-24,2.3509,2.3509,1.06,5.43,20.17,29.08,75.01,102.09,135.11,,74.19,135.09,51.7363,0.00%
004224	,南方军工改革灵活配置混合,2020-11-24,1.2210,1.2210,-0.22,5.39,5.67,-2.84,41.71,69.65,100.30,38.83,61.87,22.10,42.3888,0.15%
519678	,银河消费混合,2020-11-24,2.91,2.91,-0.03,5.32,11.54,11.97,56.70,68.21,134.11,75.72,65.25,191,50.0576,0.15%
003834	,华夏能源革新股票,2020-11-24,2.0940,2.0940,1.65,5.28,18.98,31.78,76.86,107.74,159.48,85.64,70.94,109.40,52.3576,0.15%
006154	,华安制造先锋混合,2020-11-24,2.4612,2.4612,0.56,5.24,10.46,5.13,32.68,58.51,,,41.18,146.12,37.5366,0.15%
002703	,长城久源灵活配置混合,2020-11-24,1.3971,1.3971,0.16,5.23,3.58,-3.99,23.21,24.94,33.11,38.60,17.84,39.71,23.5999,0.15%
001298	,金鹰民族新兴混合,2020-11-24,2.1190,2.1190,0.19,5.21,13.07,18.78,51.57,85.55,142.17,92.11,74.69,111.90,45.6214,0.15%
166301	,华商新趋势优选灵活配置混合,2020-11-24,5.8950,5.8950,0.75,5.16,22.43,18.25,46.13,81.83,164.11,141.90,65.36,489.50,48.5155,0.15%
320006	,诺安灵活配置混合,2020-11-24,2.99,3.57,0.47,5.13,14.96,10.99,24.27,48.39,62.68,23.96,36.16,399.7919,19.0281,0.18%
001753	,红土创新新兴产业混合,2020-11-24,1.3070,1.3070,0.08,5.06,17.96,25.55,48.69,63.78,78.31,36.43,49.03,30.70,15.7895,0.15%
000041	,华夏全球股票(QDII),2020-11-23,1.36,1.36,2.87,5.02,6.08,6.50,24.66,34.79,48.80,19.40,26.75,36,25.2988,0.16%
006529	,中欧匠心两年持有期混合A,2020-11-24,1.5617,1.6241,-0.20,4.99,10.01,8.92,45.80,64.79,,,54.05,64.4446,45.6113,0.15%
006530	,中欧匠心两年持有期混合C,2020-11-24,1.5582,1.6162,-0.19,4.99,9.97,8.81,45.50,64.14,,,53.51,63.4985,45.0252,0.00%
004205	,东方支柱产业灵活配置混合,2020-11-24,0.9198,0.9198,0.17,4.90,21.20,13.92,18.36,19.67,23.51,-14.21,16.77,-8.02,4.6449,0.15%
001606	,农银工业4.0混合,2020-11-24,2.8815,2.8815,1.75,4.88,10.78,21.59,88.90,135.19,198.57,98.01,119.76,188.15,85.1659,0.15%
005977	,中信保诚至兴混合A,2020-11-24,1.5248,1.5248,0.55,4.87,9.80,4.38,36.47,47.05,51.30,,42.17,52.48,35.4322,0.15%
540007	,汇丰晋信中小盘股票,2020-11-24,2.0866,2.1066,0.42,4.86,8.97,2.96,35.93,62.70,127.55,70.31,50.79,112.4781,50.1040,0.15%
005978	,中信保诚至兴混合C,2020-11-24,1.4939,1.4939,0.55,4.85,9.72,4.17,35.92,45.86,48.72,,41.16,49.39,34.3278,0.00%
540003	,汇丰晋信动态策略混合A,2020-11-24,3.3226,3.9626,1.48,4.83,12.48,10.17,61.50,67.11,122.04,73.78,56.50,395.6859,42.1751,0.15%
002083	,新华鑫动力灵活配置混合A,2020-11-24,1.9170,1.9170,1.21,4.81,17.90,29,71.77,90.56,161.17,84.86,82.57,91.70,51.7241,0.10%
002190	,农银新能源主题,2020-11-24,2.3022,2.3022,1.84,4.80,11.47,24.96,96.10,151.22,193.42,88.46,117.50,130.22,90.3003,0.15%
001719	,工银国家战略股票,2020-11-24,1.7670,1.7670,-0.17,4.80,10.09,4.87,32.06,51.28,127.41,60.78,33.56,76.70,30.3388,0.15%
005698	,华夏全球科技先锋混合,2020-11-23,1.4464,1.4464,4.12,4.80,9.20,10.79,24.65,28.22,61.84,,22.64,44.64,18.3359,0.15%
400015	,东方新能源汽车混合,2020-11-24,2.3609,2.8209,1.20,4.78,19.30,30.31,77.01,109.54,134.52,70.70,81.90,214.7924,53.4815,0.15%
002084	,新华鑫动力灵活配置混合C,2020-11-24,1.9070,1.9070,1.17,4.78,17.86,28.94,71.65,90.32,160.52,84.25,82.31,90.70,51.4675,0.10%
040015	,华安动态灵活配置混合,2020-11-24,2.8170,3.43,0.68,4.76,9.27,5.27,33.25,57.46,125,75.62,41.84,333.9361,38.5321,0.15%
000828	,泰达转型机遇,2020-11-24,1.86,2.08,0.87,4.73,18.62,17.42,51.96,80.41,181.39,102.17,68.94,123.5069,46.0945,0.12%
160225	,国泰国证新能源汽车指数,2020-11-24,1.5601,1.5601,0.60,4.71,20.37,28.96,73.19,99.63,122.90,40.11,72.23,54.4458,43.4180,0.12%
210008	,金鹰策略配置混合,2020-11-24,1.9362,2.5362,1.04,4.70,11.47,7.97,24.47,85.89,108.48,64.85,71.18,177.8942,51.1878,0.15%
009234	,鹏华优质企业混合,2020-11-24,1.2998,1.2998,-1.04,4.66,11.53,18.61,,,,,,29.98,,0.15%
519196	,万家新兴蓝筹灵活配置混合,2020-11-24,1.8169,2.3106,0.34,4.64,15.13,21.83,49.58,93.37,122.99,80.82,64.99,169.1123,54.4908,0.12%
004671	,中融核心成长,2020-11-24,1.2240,1.2240,0.51,4.64,9.42,4.65,24.48,52.13,97.32,24.76,37.20,22.40,28.5367,0.15%
006323	,合煦智远嘉选混合A,2020-11-24,1.5981,1.6481,-0.08,4.62,7.07,10.27,40.75,51.77,68.47,,41.39,67.0255,35.1174,0.15%
001245	,工银生态环境股票,2020-11-24,1.4970,1.4970,0.54,4.61,15.42,18.34,70.89,95.43,171.20,90.70,86.19,49.70,60.3651,0.15%
006324	,合煦智远嘉选混合C,2020-11-24,1.5756,1.6256,-0.08,4.61,7.02,10.13,40.40,51.01,66.51,,40.75,64.7421,34.4039,0.00%
002983	,长信国防军工量化混合A,2020-11-24,1.3905,1.3905,0.75,4.61,3.70,2.54,55.89,88.01,116.32,63.01,77.13,39.05,54.2628,0.15%
008960	,长信国防军工量化混合C,2020-11-24,1.3867,1.3867,0.74,4.60,3.66,2.44,55.60,,,,,45.2194,38.4438,0.00%
000336	,农银研究精选混合,2020-11-24,3.0764,3.0764,1.59,4.58,8.52,17.41,81.58,138.19,209.50,107.89,113.67,207.64,96.1350,0.15%
002943	,广发多因子混合,2020-11-24,1.9415,2.1818,1.13,4.56,11.48,5.91,41.56,68.22,133.29,96.40,54.49,119.8502,43.9981,0.15%
001959	,华商乐享互联灵活配置混合,2020-11-24,1.5860,1.5860,0.70,4.55,18.89,14.02,44.18,85.28,198.12,93.65,68.19,58.60,56.0046,0.15%
161620	,融通核心价值混合,2020-11-23,1.0568,1.0568,2.05,4.53,5.07,8.07,30.55,50.20,43.98,17.68,50.43,5.68,34.7396,0.15%
008283	,易方达金融行业股票,2020-11-24,1.2660,1.2660,-0.07,4.52,3.28,10.60,27.19,,,,,26.60,13.36,0.15%
001985	,富国低碳新经济混合,2020-11-24,2.7070,2.9870,0.33,4.48,7.46,3.16,49.01,88.35,174.06,119.45,75.12,201.7385,62.5950,0.15%
690003	,民生加银精选混合,2020-11-24,1.0540,1.0540,1.35,4.46,7.55,-0.38,12.13,19.50,-2.50,-15,10.95,5.40,5.1440,0.15%
001475	,易方达国防军工混合,2020-11-24,1.3380,1.3380,0.68,4.45,4.12,-2.69,53.62,76.75,97.05,51.70,65.59,33.80,52.5463,0.15%
005161	,华商上游产业股票,2020-11-24,1.4919,1.4919,0.54,4.45,9.11,0.03,32.77,62.59,94.44,,46.05,49.19,48.4031,0.15%
290011	,泰信中小盘精选混合,2020-11-24,3.6450,3.9050,2.73,4.44,17.47,11.13,39.33,96.07,178.67,121.58,77.37,326.4295,73.7928,0.15%
002148	,国寿安保稳惠混合,2020-11-24,1.9427,2.2353,-0.71,4.41,9.91,13.01,61.95,85.43,130.14,110.55,78.40,148.5013,55.9961,0.10%
590008	,中邮战略新兴产业混合,2020-11-24,5.64,5.64,0.28,4.41,11.62,3.56,29.80,51.98,92.75,63.76,37.63,464,35.2715,0.15%
005233	,广发睿毅领先混合,2020-11-24,2.1833,2.1833,0.32,4.41,9.76,6.71,48.16,84.99,126.32,,64.90,118.33,62.8776,0.12%
002620	,中邮未来新蓝筹混合,2020-11-24,2.7080,2.7080,0.52,4.39,12.27,8.28,41.26,77.23,155.23,171.61,56.44,170.80,55.6266,0.15%
398061	,中海消费混合,2020-11-24,4.5160,4.7260,-0.51,4.37,8.77,3.18,39.68,59.29,149.36,58.96,53.19,439.4176,45.1857,0.15%
005037	,银华新能源新材料A,2020-11-24,1.3299,1.3299,0.14,4.37,12.96,15.60,60.17,76.85,105.39,39.01,62.01,32.9767,40.0954,0.15%
005038	,银华新能源新材料C,2020-11-24,1.3113,1.3113,0.15,4.36,12.93,15.49,59.84,76.13,103.62,37.17,61.41,31.1169,39.5114,0.00%
169104	,东方红睿满沪港深混合(LOF),2020-11-24,2.4150,2.7660,0.08,4.36,18.27,18.50,60.36,73.87,131.17,99.98,61.21,212.5636,48.9473,1.50%
009789	,富安达科技创新混合,2020-11-24,1.0911,1.0911,0.75,4.36,8.66,,,,,,,9.11,,0.15%
688888	,浙商聚潮产业成长混合,2020-11-24,1.8490,2.15,-0.70,4.35,14.14,11.12,52.43,62.91,91.41,53.06,45.48,130.4814,47.0270,0.15%
000242	,景顺长城策略精选灵活配置混合,2020-11-24,2.1130,2.6630,-0.09,4.35,11.50,4.76,47.87,75.94,129.42,82.47,62.29,233.6356,52.9505,0.15%
398021	,中海能源策略混合,2020-11-24,0.8902,1.2002,-0.60,4.34,9.17,4.64,36.41,37.80,58.77,0.42,30.24,30.0192,17.1683,0.15%
002601	,中银证券价值精选混合,2020-11-24,1.2386,1.2386,0.96,4.34,6.79,-2.92,20.93,17.89,20.90,20.58,13.83,23.86,16.5534,0.15%
008085	,海富通先进制造股票A,2020-11-24,0.9925,0.9925,0.59,4.33,3.57,-8.67,1.47,,,,-0.70,-0.75,1.99,0.15%
000390	,华商优势行业混合,2020-11-24,1.4020,2.94,1.01,4.32,17.72,15.01,35.14,59.12,128.75,99.91,47.72,376.3768,33.2875,0.15%
008084	,海富通先进制造股票C,2020-11-24,0.9888,0.9888,0.58,4.31,3.54,-8.76,1.26,,,,-1.06,-1.12,1.7,0.00%
006265	,红土创新新科技股票,2020-11-24,2.7248,2.7248,-0.06,4.29,13.05,17.94,56.65,104.87,174.82,,76.73,172.48,55.0716,0.15%
008962	,建信科技创新混合A,2020-11-24,1.1865,1.1865,-0.12,4.28,10.56,11.28,33.86,,,,,18.65,3.36,0.15%
008963	,建信科技创新混合C,2020-11-24,1.1820,1.1820,-0.11,4.28,10.52,11.14,33.53,,,,,18.20,3.07,0.00%
004812	,中欧先进制造股票A,2020-11-24,2.2421,2.2421,-0.06,4.25,12.51,25.33,72.12,112.28,185.11,,87.42,124.21,70.9896,0.15%
009242	,中加核心智造混合A,2020-11-24,1.1724,1.1724,-0.22,4.25,11.31,14.68,,,,,,17.24,1.29,0.15%
004505	,博时新兴消费主题混合,2020-11-24,2.4620,2.4620,0.16,4.23,15.21,10.75,36.55,58.74,138.57,116.53,43.81,146.20,35.5805,0.15%
004813	,中欧先进制造股票C,2020-11-24,2.2377,2.2377,-0.07,4.23,12.43,25.08,71.44,111.48,185.82,,86.10,123.77,70.6600,0.00%
009243	,中加核心智造混合C,2020-11-24,1.1695,1.1695,-0.23,4.22,11.20,14.44,,,,,,16.95,1.23,0.00%
005447	,银华智荟分红收益混合,2020-11-24,1.2193,1.2193,0.49,4.20,3.66,0.45,23.14,30.84,55.27,,27.97,21.93,32.9292,0.15%
519195	,万家品质,2020-11-24,2.0591,2.4771,0.34,4.19,11.99,16.97,42.59,82.75,117.06,78.71,55.49,184.9649,51.3632,0.15%
501057	,汇添富中证新能源汽车A,2020-11-24,1.8357,1.8357,0.79,4.19,18.94,29.42,77.09,107.94,135.41,,78.03,83.57,53.6629,0.12%
501058	,汇添富中证新能源汽车C,2020-11-24,1.8221,1.8221,0.79,4.19,18.91,29.34,76.87,107.41,134.20,,77.63,82.21,53.2895,0.00%
001215	,博时沪港深优质企业基金A,2020-11-24,1.5450,1.5450,0,4.18,13.10,10.59,30.16,48.27,107.94,78.41,34,54.50,28.6654,0.15%
519005	,海富通股票混合,2020-11-24,0.9990,2.9480,0.71,4.17,3.85,-9.59,-3.76,20.22,79.35,36.85,4.39,329.3377,23.5995,0.15%
002555	,博时沪港深优质企业基金C,2020-11-24,1.5720,1.5720,0.06,4.17,13.09,10.32,29.70,47.47,105.76,75.64,33.22,129.8246,27.7982,0.00%
002137	,诺安利鑫灵活配置混合,2020-11-24,1.4934,1.4934,0.69,4.16,2.24,-2.11,12.89,22.71,44.86,47.13,21.61,49.34,18.1415,0.15%
005927	,创金合信新能源汽车股票A,2020-11-24,1.7760,1.7760,0.91,4.16,16.09,18.16,47.42,82.49,97.42,,61.82,77.60,39.1651,0.15%
005571	,中银证券新能源混合A,2020-11-24,1.8035,1.8035,1.25,4.16,15.10,13.66,48.50,74.96,85.89,,53.52,80.35,35.9717,0.15%
005928	,创金合信新能源汽车股票C,2020-11-24,1.7432,1.7432,0.91,4.15,16.03,17.96,46.91,81.24,94.66,,60.83,74.32,38.2587,0.00%
005572	,中银证券新能源混合C,2020-11-24,1.7895,1.7895,1.25,4.15,15.07,13.57,48.24,74.35,84.62,,53.04,78.95,35.5117,0.00%
003751	,万家瑞隆混合,2020-11-24,1.6327,1.6327,0.10,4.13,7.95,-2.53,28.06,54.55,85.83,56.75,46.04,63.27,43.6355,0.15%
005094	,万家臻选混合,2020-11-24,2.0087,2.0087,0.78,4.13,15.31,22.60,57.66,107.64,152.10,,73.97,100.87,67.1190,0.15%
009068	,国泰中证新能源汽车ETF联接C,2020-11-24,1.7083,1.7083,1.17,4.11,17.93,27.73,65.68,,,,,70.83,30.75,0.00%
009067	,国泰中证新能源汽车ETF联接A,2020-11-24,1.7113,1.7113,1.17,4.11,17.96,27.82,65.92,,,,,71.13,30.9,0.10%
168002	,国寿安保策略精选混合(LOF),2020-11-24,2.2658,2.3158,-0.72,4.10,8.98,11.64,60.05,89.78,151.09,133.10,79.48,137.5037,62.6400,0.15%
009474	,国泰致远优势混合,2020-11-24,1.0833,1.0833,-0.87,4.09,7.87,7.91,,,,,,8.33,,0.15%
160634	,鹏华环保分级,2020-11-24,1.0460,0.7790,0.58,4.08,7.58,9.12,40.89,50.19,61.96,0.54,37.10,-20.3035,26.3812,0.12%
001121	,东方睿鑫热点挖掘混合C,2020-11-24,0.9397,0.9397,0.40,4.08,15.16,10.06,45.08,67.41,86.23,38.17,48.71,-6.03,39.2318,0.00%
001120	,东方睿鑫热点挖掘混合A,2020-11-24,1.0041,1.0041,0.40,4.08,15.24,10.29,45.69,68.76,91.95,43.73,49.80,0.41,40.3392,0.12%
000029	,富国宏观策略灵活配置混合,2020-11-24,3.02,3.2150,0.20,4.07,5.74,3.67,24.18,51.68,105.02,78.59,36.65,251.0330,38.0462,0.15%
001064	,广发中证环保ETF联接A,2020-11-24,0.8090,0.8090,0.62,4.06,7.75,9.18,41.24,50.20,60.45,3.80,37.30,-19.10,26.6967,0.12%
164304	,新华中证环保产业指数分级,2020-11-24,1.0760,1.1650,0.65,4.06,6.53,9.34,41.76,50.34,56.67,-3.42,37.40,16.5450,25.4843,0.10%
002984	,广发中证环保ETF联接C,2020-11-24,0.8005,0.8005,0.62,4.06,7.74,9.12,41.11,49.91,59.84,3.12,37.05,6.5345,26.4445,0.00%
168205	,中融中证银行指数(LOF),2020-11-24,1.0810,1.0810,-0.46,4.04,2.56,7.79,23.14,13.27,32.30,16.94,9.29,18.2581,8.1846,0.10%
001569	,泰信国策驱动灵活配置混合,2020-11-24,1.3930,1.3930,-0.14,4.03,12.25,14.37,53.92,91.08,164.83,77.23,67.63,39.30,70.9450,0.15%
110005	,易方达积极成长混合,2020-11-24,0.8588,5.4331,0.54,4.03,10.20,-0.64,23.23,40.49,84.09,35.63,34.62,800.6985,35.8463,0.15%
003981	,中银证券瑞益灵活配置混合C,2020-11-24,1.8117,1.8117,1.60,4.03,12.41,14.19,52.46,61.61,89.51,72.89,45.94,81.17,,0.00%
003980	,中银证券瑞益灵活配置混合A,2020-11-24,1.8397,1.8397,1.60,4.03,12.33,14.08,52.22,61.77,90.62,74.81,46,83.97,,0.10%
