code,name,date,netAssetValue,accumulativeTotalTetValue,dailyGrowthRate,weekGrowthRate,oneMothGrowthRate,threeMothGrowthRate,sixMothGrowthRate,oneYearGrowthRate,twoYearGrowthRate,threeYearGrowthRate,nowYearGrowthRate,setUpGrowthRate,customGrowthRate,serviceChargeRate
006110	,富荣价值精选混合C,2020-09-08,1.0776,1.0776,-0.03,5.25,5.43,5.64,0.98,13.75,9.98,,17.93,7.76,11.3418,0.00%
006109	,富荣价值精选混合A,2020-09-08,1.4202,2.1624,-0.03,5.21,5.40,5.66,1.09,14.08,125.09,,18.11,120.5884,11.6426,0.10%
164908	,交银中证环境治理(LOF),2020-09-08,0.6010,0.6010,3.09,3.26,6.94,19.48,8.29,11.92,9.67,-39.54,17.84,-39.90,6.7766,0.12%
501030	,汇添富中证环境治理指数A,2020-09-08,0.6705,0.6705,2.93,3.14,8.09,20.18,10.46,15.64,16.18,-33.01,20.51,-32.95,10.5192,0.12%
501031	,汇添富中证环境治理指数C,2020-09-08,0.6681,0.6681,2.93,3.13,8.05,20.08,10.23,15.21,15.63,-33.38,20.18,-33.19,10.1289,0.00%
002236	,大成360互联网+大数据100A,2020-09-08,1.5270,1.5270,2.07,3.11,8.99,29.19,23.24,49.27,86.45,30.74,37.94,52.70,41.6667,0.12%
003359	,大成360互联网+大数据100C,2020-09-08,1.4960,1.4960,2.05,3.10,8.88,28.97,22.82,48.41,84.24,28.41,37.37,32.7418,40.9616,0.00%
004685	,金元顺安元启灵活配置混合,2020-09-08,1.8461,1.8461,1.55,2.89,10.67,33.12,41.07,60.42,74.67,,49.54,84.61,56.6296,0.15%
005803	,广发京津冀ETF联接A,2020-09-08,0.9647,0.9647,2.18,2.36,6.68,21.73,8.17,19.88,21.70,,18.81,-3.53,15.4580,0.12%
164811	,工银中证京津冀协同发展指数A,2020-09-08,1.1664,1.7241,2.21,2.35,6.44,20.77,6.46,17.68,18.15,16.48,16.36,76.6058,13.2817,0.10%
005804	,广发京津冀ETF联接C,2020-09-08,0.96,0.96,2.18,2.35,6.65,21.66,8.07,19.64,21.21,,18.65,-4,15.2337,0.00%
164825	,工银中证京津冀协同发展指数C,2020-09-08,1.1650,1.1650,2.20,2.34,6.41,20.69,6.32,17.63,18.30,,16.15,16.6750,13.2426,0.00%
006038	,大成景恒混合C,2020-09-08,1.82,1.82,1.90,2.19,6,22.56,22.56,31.31,74.83,,30.19,79.4872,26.4872,0.00%
090019	,大成景恒混合A,2020-09-08,1.7780,2.38,1.89,2.18,6.02,22.71,22.87,32.10,76.92,76.56,30.64,138.0245,27.2793,0.15%
161724	,招商中证煤炭等权指数分级,2020-09-08,0.9111,0.6736,3.14,2.04,4.56,22.43,12.11,4.59,7.84,-29.33,6.10,-32.6719,0.1989,0.10%
210002	,金鹰红利价值混合,2020-09-08,1.5499,2.7479,1.20,1.93,-0.10,16.05,20.89,36.89,41.52,15.47,30.80,270.7043,33.4640,0.15%
008279	,国泰中证煤炭ETF联接A,2020-09-08,1.1284,1.1284,3.02,1.86,6.06,19.02,11.21,,,,,12.84,9.53,0.10%
008280	,国泰中证煤炭ETF联接C,2020-09-08,1.1264,1.1264,3.03,1.85,6.03,18.94,11.05,,,,,12.64,9.33,0.00%
007938	,华夏饲料豆粕期货ETF联接C,2020-09-08,1.0880,1.0880,0.29,1.62,4.07,5.62,7.98,,,,,8.80,8.48,0.00%
001678	,英大国企改革主题股票,2020-09-08,1.5034,1.5034,-0.08,1.61,5.61,21.92,16.62,26.17,,,19.94,50.34,25.4147,0.15%
007937	,华夏饲料豆粕期货ETF联接A,2020-09-08,1.0901,1.0901,0.29,1.61,4.11,5.69,8.14,,,,,9.01,8.69,0.06%
161032	,富国中证煤炭指数分级,2020-09-08,0.9590,0.6490,2.79,1.48,4.58,19.73,9.23,-0.13,11.50,-23.85,1.16,-35.1477,-3.9921,0.00%
210009	,金鹰核心资源混合,2020-09-08,1.4370,1.5370,1.41,1.48,2.64,24.42,16.64,64.04,74.82,35.44,44.57,57.3058,56.9213,0.15%
004854	,广发中证全指汽车指数A,2020-09-08,0.9805,0.9805,1.15,1.32,7.56,27.12,18.72,24.51,36.67,-2.79,28.91,-1.95,22.0138,0.10%
004855	,广发中证全指汽车指数C,2020-09-08,0.9791,0.9791,1.15,1.32,7.53,27.07,18.59,24.31,36.44,-2.88,28.74,-2.09,21.8223,0.00%
001707	,诺安高端制造股票,2020-09-08,1.3940,1.3940,1.16,1.23,3.49,26.73,16.56,19.35,56.81,34.82,18.54,39.40,14.8333,0.15%
006809	,泰康香港银行指数A,2020-09-08,0.7801,0.7801,2.43,1.17,-2.23,-12.71,-14.84,-17.07,,,-21.88,-21.99,-19.0304,0.10%
006810	,泰康香港银行指数C,2020-09-08,0.7759,0.7759,2.43,1.17,-2.25,-12.79,-15,-17.40,,,-22.08,-22.41,-19.3377,0.00%
502023	,鹏华钢铁分级,2020-09-08,1.2390,0.8880,1.89,0.98,2.87,14.44,10.50,10.39,-4.30,-24.66,9.47,-11.6126,6.9988,0.12%
008898	,国寿创精选88ETF联接A,2020-09-08,1.2030,1.2030,1.19,0.92,4.70,20.02,,,,,,20.2880,18.8781,0.12%
008899	,国寿创精选88ETF联接C,2020-09-08,1.2017,1.2017,1.18,0.92,4.67,19.95,,,,,,20.1580,18.7581,0.00%
501025	,鹏华香港银行指数(LOF),2020-09-08,0.8570,0.9070,2.49,0.89,-2.56,-11.69,-14.27,-17.79,-20.53,-19.54,-22.28,-10.8463,-19.7042,0.12%
160140	,南方道琼斯美国精选A,2020-09-07,0.9465,0.9665,0.03,0.77,-1.43,-8.03,-13.94,-20.66,-8.89,,-18.85,-3.75,-20.6905,0.12%
160141	,南方道琼斯美国精选C,2020-09-07,0.9356,0.9556,0.03,0.75,-1.45,-8.11,-14.07,-20.93,-9.63,,-19.03,-4.8445,-20.9672,0.00%
970008	,华安证券汇赢增利一年持有混合C,2020-09-08,1.0118,1.0118,0.32,0.53,0.76,,,,,,,1.18,0.86,0.15%
001446	,招商丰泽混合C,2020-09-08,1.3710,1.3710,0.44,0.51,2.24,9.42,8.98,11.92,23.29,19.22,10.12,37.10,11.1564,0.15%
001427	,招商丰泽混合A,2020-09-08,1.3890,1.3890,0.43,0.51,2.28,9.20,8.86,12.20,24.13,20.57,10.15,38.90,11.3527,0.15%
001763	,广发多策略混合,2020-09-08,1.3740,1.3740,0.96,0.51,4.41,28.29,31.48,48.22,56.67,39.21,38.93,37.40,45.5615,0.15%
970007	,华安证券汇赢增利一年持有混合B,2020-09-08,1.0106,1.0106,0.31,0.51,0.68,,,,,,,1.06,0.75,0.00%
008897	,上银可转债精选债券,2020-09-08,1.0476,1.0476,0.21,0.48,2.14,4.75,,,,,,4.76,4.54,0.08%
000314	,招商瑞丰灵活配置混合发起式A,2020-09-08,1.5730,1.7860,0.38,0.45,1.88,8.04,7.96,11.72,23.49,20.33,9.46,83.2036,10.9773,0.15%
000342	,嘉实新兴市场A1(QDII),2020-09-07,1.3080,1.5760,0.08,0.38,-1.13,1.79,-5.83,-4.46,9.92,12.18,-4.18,65.8544,-4.4558,0.08%
008763	,天弘越南市场股票(QDII)A,2020-09-07,0.9615,0.9615,-1.40,0.34,2.47,-3.13,0.58,,,,,-3.85,-3.85,0.10%
001636	,万家瑞益灵活配置混合C,2020-09-08,1.4576,1.4576,0.03,0.33,2.32,5.36,3.31,10.09,24.21,25.44,4.21,45.76,9.6464,0.00%
001635	,万家瑞益灵活配置混合A,2020-09-08,1.4989,1.4989,0.03,0.33,2.33,5.41,3.42,10.28,25.05,27.24,4.33,49.89,9.8446,0.06%
002017	,招商瑞丰灵活配置混合发起式C,2020-09-08,1.5340,1.7420,0.33,0.33,1.79,7.88,7.65,11.08,22.18,18.49,9.03,29.1454,10.3971,0.00%
008764	,天弘越南市场股票(QDII)C,2020-09-07,0.9599,0.9599,-1.41,0.33,2.44,-3.20,0.44,,,,,-4.01,-4.01,0.00%
001185	,安信动态策略混合A,2020-09-08,1.4868,1.4868,0.25,0.32,1.57,5.91,8.82,15.61,22.53,21.94,11.62,48.68,15.2101,0.10%
002029	,安信动态策略混合C,2020-09-08,1.4725,1.4725,0.25,0.32,1.55,5.86,8.71,15.37,22.07,21.32,11.48,41.9961,14.9835,0.00%
004836	,中融鑫价值混合A,2020-09-08,1.0624,1.0624,0.23,0.31,1.64,1.31,-2.68,8.60,18.20,,3.09,6.2294,7.9869,0.15%
000614	,华安德国30(DAX)联接,2020-09-07,1.3180,1.3180,1.85,0.30,1.31,1.93,24.34,16.43,14.51,10.48,8.57,31.80,16.4311,0.12%
004837	,中融鑫价值混合C,2020-09-08,0.9995,0.9995,0.22,0.28,1.50,0.51,-7.77,2.64,11.33,,-2.54,-0.06,2.0778,0.00%
006818	,安信盈利驱动股票A,2020-09-08,1.6014,1.6014,1.09,0.28,4.48,28.38,24.66,48.64,,,32.04,60.14,46.1886,0.15%
006819	,安信盈利驱动股票C,2020-09-08,1.5916,1.5916,1.09,0.27,4.44,28.24,24.39,48.03,,,31.68,59.16,45.6118,0.00%
000586	,景顺长城中小板创业板精选股票,2020-09-08,2.4240,2.4240,0.92,0.25,1.59,18.88,13.80,57.61,87.47,51.31,31.38,142.40,53.4824,0.15%
003447	,英大睿鑫C,2020-09-08,1.5490,1.6490,0.95,0.24,3.76,20.11,14.75,39.78,59.73,43.39,18.20,69.0279,37.8369,0.00%
008189	,国泰中证钢铁ETF联接A,2020-09-08,1.1377,1.1377,1.58,0.24,2.26,11.66,10.36,,,,,13.77,12,0.10%
003446	,英大睿鑫A,2020-09-08,1.5785,1.6785,0.95,0.23,3.78,20.17,14.87,40.89,60.76,44.35,18.34,72.1144,38.9461,0.08%
008190	,国泰中证钢铁ETF联接C,2020-09-08,1.1356,1.1356,1.57,0.23,2.22,11.57,10.20,,,,,13.56,11.8,0.00%
002123	,北信瑞丰外延增长,2020-09-08,1.3830,1.3830,1.99,0.22,4.54,17.20,17.70,27.35,47.28,22.82,21.21,38.30,24.6324,0.15%
007262	,东方红聚利债券A,2020-09-08,1.1047,1.1047,0.22,0.21,0.91,5.68,2.46,10.46,,,5.81,10.4590,,0.80%
519671	,银河沪深300价值指数,2020-09-08,1.5310,1.7560,1.39,0.20,2.68,12.24,6.25,4.96,23.21,20.53,2.13,77.1723,3.4589,0.12%
007263	,东方红聚利债券C,2020-09-08,1.1001,1.1001,0.21,0.20,0.87,5.57,2.24,10,,,5.50,9.9990,,0.00%
002389	,招商安德灵活配置混合A,2020-09-08,1.1937,1.2937,0.40,0.19,1.65,8.99,11.02,20.77,21.88,26.59,12.78,31.1465,19.8225,0.15%
002390	,招商安德灵活配置混合C,2020-09-08,1.1876,1.2876,0.39,0.18,1.60,8.86,10.74,20.16,30.48,30.48,12.40,30.4824,19.2260,0.00%
002776	,招商安荣混合A,2020-09-08,1.2721,1.2721,0.26,0.17,-0.35,8.11,9.63,17.03,29.34,25.08,10.76,27.21,16.1267,0.15%
008579	,东海祥苏短债C,2020-09-08,1.0148,1.0148,0.10,0.17,0.49,1.21,,,,,,1.48,1.38,0.00%
008578	,东海祥苏短债A,2020-09-08,1.0168,1.0168,0.10,0.17,0.50,1.23,,,,,,1.68,1.58,0.04%
240016	,华宝上证180价值联接,2020-09-08,2.0580,2.0880,1.48,0.15,2.80,13.70,9.12,11.79,27.67,21.42,6.47,111.5755,10.1575,0.15%
002777	,招商安荣混合C,2020-09-08,1.2302,1.2302,0.25,0.15,-0.43,7.88,9.17,16.08,27.28,22.16,10.14,23.02,15.1882,0.00%
003126	,长信易进混合A,2020-09-08,1.1278,1.1278,0.01,0.12,0.12,0.43,1.06,2.82,6.12,9.57,2.18,12.78,2.8267,0.08%
003127	,长信易进混合C,2020-09-08,1.1181,1.1181,0.01,0.12,0.12,0.44,1.07,2.79,5.77,8.86,2.18,11.81,2.8141,0.00%
270001	,广发聚富混合,2020-09-08,1.2741,4.0901,0.66,0.11,3.64,20.32,21.45,31.62,41.41,29.11,25.35,682.8799,29.9220,0.15%
167301	,方正富邦保险主题指数分级,2020-09-08,0.9390,1.5570,3.19,0.11,3.56,14.75,9.57,1.71,31.97,21.30,2.96,56.1774,-1.0849,0.08%
003299	,嘉实物流产业股票C,2020-09-08,1.8960,1.8960,0.11,0.11,4.52,22.80,25.15,35.72,86.43,60.54,28.02,89.60,35.1892,0.00%
001891	,中欧成长优选混合E,2020-09-08,1.5199,1.8999,1.79,0.11,4.63,24.58,17.07,34.49,50.40,44.40,23.13,67.9524,30.1856,0.15%
008456	,招商瑞阳混合A,2020-09-08,1.1219,1.1219,0.36,0.11,1.89,12.13,10.93,,,,,12.19,11.79,0.10%
000372	,中银惠利半年定开债,2020-09-08,1.0270,1.4030,0.10,0.10,0.10,-0.19,0.20,2.47,8.89,14.48,1.78,46.9729,,0.08%
166020	,中欧成长优选混合A,2020-09-08,1.4592,1.7932,1.79,0.10,4.62,24.57,17.06,34.23,50,38.75,23.12,96.9361,29.9402,0.15%
161603	,融通债券A/B,2020-09-08,1.0450,1.9970,0.10,0.10,0.10,0.29,-0.76,2.55,10.22,17.48,1.26,143.8993,2.4524,0.12%
002338	,兴业优债增利债券A,2020-09-08,1.0296,1.1196,0.02,0.10,0.21,0.62,1,1.95,4.61,7.48,1.70,12.2072,1.8849,0.08%
164208	,天弘丰利债券(LOF),2020-09-08,1.1294,1.8478,0.03,0.10,0.40,1.81,1.82,5.81,13.09,17.89,4.38,100.22,5.6221,0.06%
003298	,嘉实物流产业股票A,2020-09-08,1.9120,1.9120,0.10,0.10,4.54,22.96,25.46,36.18,87.27,61.49,28.41,91.20,35.5571,0.15%
008457	,招商瑞阳混合C,2020-09-08,1.1177,1.1177,0.36,0.10,1.85,11.98,10.60,,,,,11.77,11.37,0.00%
162108	,金鹰元盛债券型发起式C,2020-09-08,1.1440,1.3210,0.09,0.09,0.26,0.53,2.69,7.11,10.08,13.43,5.93,35.6020,7.0128,0.00%
001061	,华夏收益债券(QDII)A,2020-09-07,1.2920,1.4940,0.16,0.08,-0.23,1.49,-5.21,-3.15,7.56,9.78,-4.72,52.7967,-3.1484,0.08%
360008	,光大增利收益债券A,2020-09-08,1.2780,1.5790,0.08,0.08,0.63,2.90,2.49,9.61,14.62,19.61,7.04,70.0774,9.2387,0.10%
360009	,光大增利收益债券C,2020-09-08,1.2660,1.5220,0.08,0.08,0.48,2.68,2.18,9.14,13.75,18.03,6.66,61.8225,8.6770,0.00%
004333	,金鹰元盛债券型发起式E,2020-09-08,1.1790,1.38,0.08,0.08,0.26,0.60,2.88,7.74,11.26,15.31,6.31,29.0677,7.6477,0.06%
001063	,华夏收益债券(QDII)C,2020-09-07,1.2560,1.4510,0.08,0.08,-0.32,1.37,-5.35,-3.53,6.65,8.45,-4.99,48.1099,-3.5330,0.00%
005588	,长安裕腾混合A,2020-09-08,1.0314,1.0314,-0.01,0.08,0.27,0.89,1.58,4.63,6.47,,2.82,3.14,4.5722,0.12%
006519	,汇安短债债券A,2020-09-08,1.0492,1.0692,0.04,0.08,0.15,0.74,1.28,3.58,,,2.28,6.9412,3.5054,0.03%
006521	,汇安短债债券E,2020-09-08,1.0490,1.0690,0.04,0.08,0.15,0.74,1.27,3.57,,,2.27,6.9210,3.4859,0.00%
006547	,红塔红土盛弘混合A,2020-09-08,1.4376,1.4376,0.56,0.08,5.67,20.17,15.04,29.14,,,22,43.76,28.0545,0.08%
002146	,长安鑫益增强混合A,2020-09-08,1.2638,1.2638,-0.01,0.07,0.32,0.97,1.36,4.45,23.83,40.39,2.66,26.38,4.4028,0.15%
003545	,东兴兴利债券A,2020-09-08,1.1008,1.1008,0.02,0.07,0.37,1.07,1.99,4.81,8.15,7.68,3.38,10.0690,4.7492,0.08%
002147	,长安鑫益增强混合C,2020-09-08,1.2314,1.2314,0,0.07,0.28,0.84,1.11,3.89,22.05,38.47,2.31,23.14,3.8455,0.00%
290007	,泰信债券增强收益A,2020-09-08,1.1331,1.4361,0.10,0.07,-0.33,3.76,2.77,5.07,9.26,11.28,4.34,51.1890,4.6404,0.08%
005592	,长安裕腾混合C,2020-09-08,1.0195,1.0195,-0.01,0.07,0.26,0.84,1.47,4.39,5.76,,2.68,1.95,4.3389,0.00%
006548	,红塔红土盛弘混合C,2020-09-08,1.4318,1.4318,0.56,0.07,5.64,20.09,14.88,28.84,,,21.76,43.18,27.7524,0.00%
006520	,汇安短债债券C,2020-09-08,1.0448,1.0648,0.03,0.07,0.12,0.67,1.15,3.35,,,2.10,6.4989,3.2872,0.00%
009617	,东兴兴利债券C,2020-09-08,1.1008,1.1008,0.02,0.07,0.37,1.08,,,,,,0.8520,0.8337,0.00%
000320	,泰达淘利债券C,2020-09-08,1.0829,1.3742,0,0.06,-0.05,1.15,1.15,4.04,9.41,13.78,1.86,39.5003,3.9674,0.00%
000319	,泰达淘利债券A,2020-09-08,1.0988,1.3926,0.01,0.06,-0.02,1.23,1.31,4.34,10,14.67,2.06,41.4980,4.2430,0.08%
006799	,财通鸿运中短债债券A,2020-09-08,1.0592,1.0692,0.01,0.06,0.27,0.84,1.88,4.58,,,2.97,6.9364,4.5223,0.04%
006626	,山西证券超短债A,2020-09-08,1.0666,1.0666,0,0.06,0.26,0.89,1.69,3.95,,,2.66,6.66,3.9166,0.04%
009301	,恒生前海短债债券A,2020-09-08,0.9990,0.9990,0,0.06,-0.25,,,,,,,-0.10,-0.1,0.04%
291007	,泰信债券增强收益C,2020-09-08,1.1116,1.3886,0.09,0.05,-0.38,3.65,2.55,4.63,8.37,9.90,4.04,44.8373,4.2229,0.00%
370021	,上投摩根分红添利债券A,2020-09-08,1.0944,1.4384,0.07,0.05,0.31,1.32,-0.59,2.15,5.20,7.68,0.67,49.7283,2.0724,0.08%
000931	,国寿安保尊益信用纯债债券,2020-09-08,1.0524,1.2624,0.03,0.05,0.33,1.09,2.24,4.57,12.05,14.73,3.76,28.5409,4.5115,0.06%
004441	,富荣富兴纯债,2020-09-08,1.1169,1.1929,0.01,0.05,0.22,0.92,0.48,4.61,12.76,17.47,2.93,19.8860,4.5259,0.08%
006515	,浙商汇金短债E,2020-09-08,1.0082,1.0672,0.01,0.05,0.27,0.77,1.41,3.41,,,2.15,6.8577,3.3548,0.00%
006516	,浙商汇金短债A,2020-09-08,1.0129,1.0719,0.01,0.05,0.29,0.83,1.53,3.66,,,2.32,7.3380,3.6078,0.03%
006965	,财通安瑞短债债券A,2020-09-08,1.0448,1.0518,0.01,0.05,0.24,0.73,1.31,3.40,,,2.19,5.2110,3.3435,0.03%
006627	,山西证券超短债C,2020-09-08,1.0623,1.0623,0,0.05,0.24,0.80,1.51,3.58,,,2.40,6.23,3.5481,0.00%
007823	,天弘弘择短债A,2020-09-08,1.0407,1.0407,-0.01,0.05,0.30,0.94,1.81,3.95,,,2.72,4.07,3.9345,0.035%
007820	,华泰紫金丰益中短债C,2020-09-08,1.0409,1.0409,0.01,0.05,0.08,0.51,0.98,4.09,,,2.12,4.09,,0.00%
007916	,财通资管鸿福短债C,2020-09-08,1.0463,1.0463,0.01,0.05,0.28,1.05,2.49,,,,3.61,4.63,4.62,0.00%
007915	,财通资管鸿福短债A,2020-09-08,1.0474,1.0474,0,0.05,0.28,1.08,2.56,,,,3.71,4.74,4.74,0.04%
008122	,南方皓元短债A,2020-09-08,1.0205,1.0205,0.01,0.05,0.19,0.51,0.98,,,,1.80,2.05,2.04,0.04%
008880	,国联安增顺纯债A,2020-09-08,1.0010,1.0010,0,0.05,,,,,,,,0.10,0.1,0.06%
009302	,恒生前海短债债券C,2020-09-08,0.9980,0.9980,-0.01,0.05,-0.29,,,,,,,-0.20,-0.19,0.00%
471060	,汇添富理财60天债券B,2020-08-11,1.0351,1.0351,0,0.0483,0.1645,0.1548,1.0445,2.4446,,,1.4207,3.51,,0.00%
370022	,上投摩根分红添利债券B,2020-09-08,1.0886,1.4006,0.07,0.04,0.24,1.25,-0.85,1.80,4.37,6.25,0.42,44.6626,1.7277,0.00%
000090	,民生加银高等级信用债A,2020-09-08,1.0032,1.0032,0,0.04,0.19,,,,,,,0.32,-23.3676,0.06%
519152	,新华纯债添利债券发起A,2020-09-08,1.2244,1.5124,0.01,0.04,0.21,0.67,1.33,3.50,7.64,12.18,2.12,53.2443,3.4037,0.08%
485018	,工银7天理财债券B,2020-09-08,1.0143,1.0143,0,0.04,0.17,0.55,1.43,,,,,1.43,,0.00%
310398	,申万菱信沪深300价值指数A,2020-09-08,1.3865,1.7561,1.40,0.04,1.89,12.23,6.03,4.77,21.71,19.22,2.15,79.4771,3.2258,0.12%
003547	,鹏华丰禄债券,2020-09-08,1.0665,1.2445,0.01,0.04,0.40,1.16,2.36,7.33,16.20,23.22,5.15,26.3898,7.2480,0.08%
004136	,博时民泽纯债债券,2020-09-08,1.0303,1.1307,0.02,0.04,0.10,0.30,1,3.07,6.56,10.97,2.08,13.7066,3.0051,0.08%
006800	,财通鸿运中短债债券C,2020-09-08,1.0520,1.0620,0,0.04,0.22,0.73,1.67,4.14,,,2.67,6.2145,4.1012,0.00%
006966	,财通安瑞短债债券C,2020-09-08,1.0393,1.0456,0,0.04,0.20,0.63,1.10,2.98,,,1.90,4.5844,2.9315,0.00%
004981	,新华鑫日享中短债A,2020-09-08,1.0621,1.0621,0,0.04,0.28,0.41,0.93,3.17,,,1.93,6.21,3.1265,0.04%
006902	,长盛安鑫中短债A,2020-09-08,1.0253,1.0469,0,0.04,0.13,0.22,0.46,2.73,,,1.62,4.7271,2.7038,0.05%
006695	,新华鑫日享中短债C,2020-09-08,1.0569,1.0569,0,0.04,0.27,0.35,0.80,2.88,,,1.74,5.69,2.8413,0.00%
007320	,嘉实汇达中短债债券C,2020-09-08,1.0407,1.0407,0.01,0.04,0.19,0.14,0.76,3.15,,,2.22,4.07,3.1216,0.00%
007758	,平安乐享一年定开债A,2020-09-08,1.0029,1.0349,0.01,0.04,0.70,1.21,2.11,3.47,,,2.67,3.4910,,0.04%
007194	,长城短债债券A,2020-09-08,1.0320,1.0320,0.01,0.04,0.17,0.56,1.23,3.11,,,1.97,3.20,,0.04%
007759	,平安乐享一年定开债C,2020-09-08,1.0023,1.0313,0.01,0.04,0.67,1.13,1.93,3.11,,,2.42,3.1309,,0.00%
007800	,申万菱信沪深300价值指数C,2020-09-08,1.0842,1.0842,1.40,0.04,1.86,12.14,5.87,4.45,,,1.90,8.42,2.9066,0.00%
007824	,天弘弘择短债C,2020-09-08,1.0378,1.0378,-0.01,0.04,0.27,0.87,1.68,3.67,,,2.55,3.78,3.6552,0.00%
007515	,鹏华稳利短债A,2020-09-08,1.0323,1.0323,0.01,0.04,0.25,0.76,1.34,,,,2.55,3.23,3.22,0.004%
007319	,嘉实汇达中短债债券A,2020-09-08,1.0436,1.0436,0,0.04,0.20,0.19,0.86,3.35,,,2.35,4.36,3.3370,0.04%
007057	,中泰蓝月短债A,2020-09-08,1.0404,1.0404,0,0.04,0.19,0.62,1.31,2.94,,,1.98,4.0296,2.9080,0.03%
008123	,南方皓元短债C,2020-09-08,1.0171,1.0171,0.01,0.04,0.16,0.41,0.77,,,,1.50,1.71,1.7,0.00%
008010	,前海联合润盈短债A,2020-09-08,1.0208,1.0208,0.02,0.04,0.08,0.52,1.40,,,,2.02,2.08,2.06,0.04%
009763	,惠升和悦债券A,2020-09-08,1.6308,1.6308,0.01,0.04,0.02,,,,,,,63.08,63.07,0.08%
009530	,中融中债1-5年国开行C,2020-09-08,1.0040,1.0040,0.01,0.04,0.16,,,,,,,0.40,0.39,0.00%
008922	,财通鸿运中短债债券E,2020-09-08,1.0054,1.0054,0.01,0.04,0.23,0.54,,,,,,0.54,0.53,0.00%
009529	,中融中债1-5年国开行A,2020-09-08,1.0033,1.0033,0,0.04,0.16,,,,,,,0.33,0.33,0.05%
090021	,大成月添利债券A,2020-09-08,1.0019,1.0019,0,0.03,0.06,,,,,,,0.19,-23.9299,0.00%
090023	,大成安汇金融债C,2020-09-08,1.0019,1.0019,0.01,0.03,0.12,,,,,,,0.19,-23.7952,0.00%
519188	,万家信用恒利债券A,2020-09-08,1.1852,1.4289,0.01,0.03,0.11,0.42,0.86,3.43,10.14,14.39,2.52,44.7864,3.4673,0.08%
485119	,工银信用纯债债券A,2020-09-08,1.2910,1.3320,0,0.03,0.02,0.83,1.31,3.72,8.67,13.54,3,33.7553,3.7031,0.08%
288102	,华夏稳定双利债券C,2020-09-08,1.0819,1.9512,0.03,0.03,0.15,0.50,0.81,3.44,7.61,8.45,2.53,144.3678,3.3585,0.00%
471014	,汇添富理财14天债券B,2020-09-08,1.0311,1.0311,0.01,0.03,0.08,1.99,2.34,,,,2.86,3.11,,0.00%
002864	,广发安泽短债债券A,2020-09-08,1.0641,1.1492,0,0.03,0.15,0.32,0.80,2.49,6.56,11.80,1.50,15.4582,2.4563,0.04%
100058	,富国产业债券A,2020-09-08,1.1106,1.5456,0.02,0.03,0.17,0.62,0.92,3.74,12.74,17.42,2.47,67.4620,3.6304,0.08%
091023	,大成安汇金融债A,2020-09-08,1.0019,1.0019,0.01,0.03,-0.08,,,,,,,0.19,-25.2822,0.08%
004547	,华夏稳定双利债券A,2020-09-08,1.0364,1.1636,0.03,0.03,0.18,0.61,1.02,3.87,8.48,9.76,2.81,11.8457,3.7698,0.08%
485118	,工银7天理财债券A,2020-09-08,1.0128,1.0128,0,0.03,0.15,0.47,1.28,,,,,1.28,,0.00%
004454	,前海开源盈鑫C,2020-09-08,1.5576,1.6116,0,0.03,15.05,24.01,22.40,27.88,54.99,57.59,21.78,64.0752,27.8817,0.00%
004453	,前海开源盈鑫A,2020-09-08,1.5482,1.6022,0.01,0.03,15.14,24.13,22.55,28.16,55.13,56.83,22,63.1258,28.0480,0.15%
005587	,安信比较优势混合,2020-09-08,1.4280,1.4280,0.95,0.03,4.66,25.36,21.86,37.81,59.16,,24.75,42.80,35.5111,0.15%
005467	,华泰紫金智盈债券A,2020-09-08,1.1728,1.1728,0.01,0.03,0.23,0.82,1.42,4.49,10.92,,2.79,17.28,4.4349,0.02%
006870	,广发景和中短债A,2020-09-08,1.0314,1.0417,0.01,0.03,0.18,0.47,0.67,2.47,,,1.41,4.1819,2.4400,0.045%
006591	,广发景明中短债A,2020-09-08,1.0216,1.0612,0,0.03,0.23,0.55,1.16,2.94,,,1.88,6.2032,2.9101,0.04%
006798	,嘉实中短债债券C,2020-09-08,1.0514,1.0514,-0.01,0.03,0.13,-0.10,0.53,2.94,,,2.22,5.14,2.9268,0.00%
006797	,嘉实中短债债券A,2020-09-08,1.0572,1.0572,-0.01,0.03,0.15,-0.02,0.70,3.28,,,2.45,5.72,3.2721,0.04%
006903	,长盛安鑫中短债C,2020-09-08,1.0215,1.0405,0,0.03,0.09,0.11,0.26,2.32,,,1.34,4.0772,2.2972,0.00%
006076	,创金合信恒利超短债债券A,2020-09-08,1.0847,1.0847,0,0.03,0.13,0.43,1.01,2.96,7.80,,1.84,8.47,2.9322,0.03%
006481	,海富通上清所短融债券A,2020-09-08,1.0087,1.0435,0,0.03,0.15,0.46,0.85,2.54,,,1.54,4.4088,2.4924,0.10%
007073	,海富通上清所短融债券C,2020-09-08,1.0124,1.0467,0,0.03,0.13,0.41,0.74,2.34,,,1.40,4.4469,2.2981,0.00%
007211	,汇安中短债债券E,2020-09-08,1.0356,1.0406,0.01,0.03,0.23,0.79,1.35,,,,2.88,4.0659,4.0558,0.00%
007829	,创金合信信用红利债券C,2020-09-08,1.0710,1.0710,0.03,0.03,0.34,0.92,1.33,,,,4.32,7.10,7.07,0.00%
007828	,创金合信信用红利债券A,2020-09-08,1.0732,1.0732,0.03,0.03,0.36,1.03,1.54,,,,4.61,7.32,7.29,0.06%
