code,name,date,netAssetValue,accumulativeTotalTetValue,dailyGrowthRate,weekGrowthRate,oneMothGrowthRate,threeMothGrowthRate,sixMothGrowthRate,oneYearGrowthRate,twoYearGrowthRate,threeYearGrowthRate,nowYearGrowthRate,setUpGrowthRate,customGrowthRate,serviceChargeRate
161718	,招商沪深300高贝塔指数分级,2020-09-08,1.1691,1.3840,0.31,-3.40,-2,19.94,12.11,27.19,58.05,3.79,16.61,32.4768,24.6468,0.10%
003579	,中金沪深300C,2020-09-08,1.7454,1.7454,0.72,-3.40,1.69,24.84,23.88,35.18,66.50,51.25,28.85,64.0105,33.6083,0.00%
005352	,鹏扬景泰成长混合A,2020-09-08,1.4813,1.4813,0.14,-3.40,2.34,26.06,27.30,40.09,73.94,,36.87,48.13,39.4119,0.12%
006286	,华泰MSCI中国A股联接A,2020-09-08,1.6741,1.6741,0.39,-3.40,-0.12,22.21,21.47,32.67,,,26.24,67.41,31.4624,0.12%
006293	,华泰MSCI中国A股联接C,2020-09-08,1.6605,1.6605,0.39,-3.40,-0.14,22.13,21.31,32.16,,,26.02,66.05,30.9684,0.00%
009012	,平安创业板ETF联接A,2020-09-08,1.3292,1.3292,0.32,-3.40,-2.91,22.30,,,,,,32.92,32.49,0.06%
008371	,华安汇智精选两年持有期混合,2020-09-08,1.4850,1.4850,0.55,-3.40,0.90,31.59,39.99,,,,48.34,48.50,47.69,0.15%
710302	,富安达增强收益债券C,2020-09-08,1.4465,1.4665,-0.28,-3.41,-5.17,14.45,7.49,27.64,45.70,17.36,20.46,47.4893,25.9552,0.00%
450008	,国富沪深300指数增强,2020-09-08,1.5870,1.93,0.51,-3.41,0.89,24.86,23.60,32.47,68.47,46.67,27.78,109.7309,31.1462,0.12%
001382	,易方达国企改革混合,2020-09-08,2.0110,2.0110,-1.08,-3.41,8,27.60,42.02,47,119.78,100.90,43.54,101.10,48.9377,0.15%
001984	,上投摩根中国生物医药(QDII),2020-09-07,2.1213,2.1213,-2.35,-3.41,-4.58,2.44,23.96,72.20,94.38,56.36,52.75,84.6651,71.8069,0.15%
001223	,鹏华文化传媒娱乐股票,2020-09-08,1.4430,1.4430,0.28,-3.41,2.41,17.70,17.70,31.90,58.75,36.39,25.37,44.30,28.7120,0.15%
005353	,鹏扬景泰成长混合C,2020-09-08,1.4649,1.4649,0.13,-3.41,2.30,25.93,27.04,39.51,72.56,,36.49,46.49,38.8573,0.00%
005390	,工银创业板ETF联接A,2020-09-08,1.4346,1.4346,0.32,-3.41,-3.37,21.89,19.76,53.06,80.34,,44.41,43.46,49.2382,0.10%
005391	,工银创业板ETF联接C,2020-09-08,1.4147,1.4147,0.32,-3.41,-3.39,21.78,19.55,52.46,78.76,,44.06,41.47,48.6612,0.00%
162102	,金鹰中小盘精选混合,2020-09-08,1.3978,3.4505,1.18,-3.41,-7.44,10.18,2.99,43.20,77.18,59.46,35.22,624.9499,39.6015,0.15%
005055	,华泰柏瑞量化阿尔法A,2020-09-08,1.3410,1.3410,0.93,-3.41,0.72,26.44,22.41,33.83,49.95,,31.41,34.10,30.7034,0.15%
005761	,招商MSCI中国A股国际通A,2020-09-08,1.3906,1.3906,0.35,-3.41,-0.50,18.46,16.40,24.33,50.42,,19.88,39.06,23.2370,0.12%
320015	,诺安行业轮动混合,2020-09-08,1.6868,1.6868,-0.02,-3.41,2.41,27.14,25.10,39.90,60.46,66.02,31.95,157.7509,38.5449,0.12%
007713	,华富科技动能混合,2020-09-08,1.2447,1.2947,-0.27,-3.41,-6.39,8.73,5.25,,,,28.42,29.5269,29.8807,0.15%
007674	,工银产业升级股票A,2020-09-08,1.2223,1.2223,0.82,-3.41,-1.28,18.84,11.29,,,,22.30,22.23,21.24,0.15%
009013	,平安创业板ETF联接C,2020-09-08,1.3268,1.3268,0.33,-3.41,-2.95,22.18,,,,,,32.68,32.25,0.00%
000199	,国泰量化策略收益混合,2020-09-08,1.6799,1.9881,0.55,-3.42,-0.55,20.46,21.42,25.01,50.53,15.78,25.77,98.8145,23.3444,0.12%
161606	,融通行业景气混合A,2020-09-08,2.5410,4.4810,0.28,-3.42,-2.42,25.61,34.73,70.08,124.47,135.50,42.43,765.4937,68.1486,0.15%
590002	,中邮核心成长混合,2020-09-08,0.8363,0.8363,0.49,-3.42,-0.76,20.18,15.62,40.96,50.96,31.10,29.84,-16.37,39.4437,0.15%
519069	,汇添富价值精选混合A,2020-09-08,3.4970,5.0840,0.26,-3.42,1.01,23.05,23.09,36.98,60.95,69.10,27.03,717.2374,36.6236,0.15%
005762	,招商MSCI中国A股国际通C,2020-09-08,1.3740,1.3740,0.34,-3.42,-0.54,18.32,16.11,23.71,48.93,,19.47,37.40,22.6312,0.00%
167706	,德邦量化新锐股票C,2020-09-08,1.3086,1.3086,0.33,-3.42,-1.71,19.69,16.82,36.50,55.25,,27.53,30.8338,33.4050,0.00%
167705	,德邦量化新锐股票A,2020-09-08,1.3170,1.3170,0.33,-3.42,-1.69,19.77,16.97,36.79,56.04,,27.75,31.6737,33.6898,0.12%
007924	,方正富邦天鑫混合C,2020-09-08,1.0750,1.1130,0.38,-3.42,-1.80,0.79,2.33,,,,6.69,11.3886,10.9638,0.00%
007923	,方正富邦天鑫混合A,2020-09-08,1.0745,1.1125,0.38,-3.42,-1.78,0.84,2.46,,,,6.90,11.3435,10.9186,0.15%
007675	,工银产业升级股票C,2020-09-08,1.2154,1.2154,0.81,-3.42,-1.35,18.60,10.84,,,,21.63,21.54,20.56,0.00%
009277	,融通行业景气混合C,2020-09-08,2.5380,2.5380,0.32,-3.42,-2.46,25.46,,,,,,22.6087,22.2222,0.00%
110026	,易方达创业板ETF联接A,2020-09-08,2.6664,2.6664,0.33,-3.43,-3.32,22.21,20.04,52.13,78.71,37.34,43.80,166.64,48.2347,0.12%
001593	,天弘创业板ETF联接基金C,2020-09-08,1.0281,1.0281,0.34,-3.43,-3.36,22.39,20.15,52.95,82,38.65,44.97,2.81,48.9894,0.00%
167703	,德邦量化优选股票(LOF)C,2020-09-08,1.6994,1.7594,0.39,-3.43,0.40,20.64,18.51,40.22,69.59,56.01,30.87,77.1373,38.3048,0.00%
167702	,德邦量化优选股票(LOF)A,2020-09-08,1.7287,1.7887,0.39,-3.43,0.42,20.72,18.66,40.58,70.76,57.75,31.10,80.0714,38.6515,0.12%
004744	,易方达创业板ETF联接C,2020-09-08,2.6463,2.6463,0.33,-3.43,-3.34,22.14,19.89,51.70,77.50,36.31,43.55,46.2529,47.8200,0.00%
004616	,中欧电子信息产业沪港深股票A,2020-09-08,2.0224,2.0224,-0.34,-3.43,-5.14,17.22,15.59,39.62,97.19,95.78,36.26,102.24,34.8395,0.15%
002656	,南方创业板ETF联接A,2020-09-08,1.2878,1.2878,0.34,-3.43,-2.96,22.82,20.83,54.99,84.47,41.02,46.36,28.78,50.9705,0.12%
162719	,广发道琼斯石油指数人民币A,2020-09-07,0.6788,0.6788,0.03,-3.43,-8.26,-24.11,7.42,-22.07,-41.81,-20.44,-28.60,-32.12,-24.2495,0.12%
007665	,永赢创业板指数发起式C,2020-09-08,1.5636,1.5636,0.33,-3.43,-2.12,23.92,22.40,,,,48.91,56.36,55.85,0.00%
008944	,上投摩根MSCI中国A股ETF联接A,2020-09-08,0.9984,0.9984,0.33,-3.43,-0.59,,,,,,,-0.16,-0.49,0.12%
008945	,上投摩根MSCI中国A股ETF联接C,2020-09-08,0.9983,0.9983,0.33,-3.43,-0.60,,,,,,,-0.17,-0.5,0.00%
008199	,华夏创新100ETF联接A,2020-09-08,1.2022,1.2022,0.25,-3.43,-1.26,13.59,,,,,,20.22,19.92,0.12%
161605	,融通蓝筹成长混合,2020-09-08,1.6270,3.35,-0.61,-3.44,0.87,24.96,21.25,35.80,56.77,36.97,18.53,512.5587,33.3258,0.16%
003293	,易方达科瑞混合,2020-09-08,1.7516,5.2586,-0.35,-3.44,2.14,24.94,33.62,51.09,97.03,92.42,44.45,103.1783,51.3128,0.15%
004343	,南方创业板ETF联接C,2020-09-08,1.2961,1.2961,0.34,-3.44,-3,22.70,20.59,54.35,83.01,39.35,45.94,42.3191,50.3727,0.00%
002210	,创金合信量化多因子股票A,2020-09-08,1.6176,1.6176,-0.11,-3.44,-0.10,25.52,23.99,44.43,71.94,35.32,39.42,61.76,41.3706,0.15%
006698	,红土创新沪深300增强A,2020-09-08,1.4016,1.4016,0.70,-3.44,0.91,17.69,19.20,29.25,,,22.73,40.16,27.9555,0.12%
005763	,中欧电子信息产业沪港深股票C,2020-09-08,2.1147,2.1147,-0.33,-3.44,-5.20,16.98,15.12,38.51,95.21,,35.52,93.1409,33.7831,0.00%
007664	,永赢创业板指数发起式A,2020-09-08,1.5649,1.5649,0.32,-3.44,-2.11,23.94,22.46,,,,49.01,56.49,55.99,0.10%
001592	,天弘创业板ETF联接基金A,2020-09-08,1.0428,1.0428,0.34,-3.44,-3.35,22.45,20.26,53.24,82.72,39.54,45.16,4.28,49.2818,0.10%
008545	,泓德丰润三年持有期混合,2020-09-08,1.4588,1.4588,0.47,-3.44,5.62,33.09,43.31,,,,,45.88,45.2,1.50%
007806	,建信MSCI中国A股指数增强A,2020-09-08,1.3634,1.3634,0.33,-3.44,1.26,27.17,27.36,,,,33.20,36.34,35.89,0.15%
009210	,中欧嘉和三年混合A,2020-09-08,1.2204,1.2204,-0.15,-3.44,-0.78,20.82,,,,,,22.04,22.22,1.50%
257010	,国联安小盘精选混合,2020-09-08,1.3440,4.1230,0.22,-3.45,-1.32,21.85,27.65,43.07,59.70,31.93,33.99,635.6537,41.6403,0.15%
006699	,红土创新沪深300增强C,2020-09-08,1.3922,1.3922,0.70,-3.45,0.88,17.60,19.01,28.67,,,22.47,39.22,27.3841,0.00%
501021	,华宝香港中小(QDII-LOF)A,2020-09-08,1.5674,1.5674,-0.25,-3.45,-5.25,7.23,5.68,13.30,17.09,21.52,2.57,56.74,13.7716,0.10%
003241	,创金合信量化发现混合A,2020-09-08,1.3187,1.3187,0.17,-3.45,0.74,25.60,25.81,45.28,68.72,38.26,39.94,31.87,42.2167,0.15%
003865	,创金合信量化多因子股票C,2020-09-08,1.5768,1.5768,-0.11,-3.45,-0.16,25.29,23.53,43.38,69.79,32.50,38.71,25.0436,40.3485,0.00%
006022	,富国大盘价值量化混合,2020-09-08,1.6288,1.6288,0.75,-3.45,-0.02,19.20,16.05,22.79,61.57,,18.67,62.88,21.1102,0.15%
005870	,鹏华沪深300指数增强,2020-09-08,1.2832,1.2832,0.67,-3.45,1.52,23.98,22.67,24.52,46.87,,23.54,28.32,22.7798,0.12%
006127	,华宝香港中小C,2020-09-08,1.5566,1.5566,-0.24,-3.45,-5.28,7.14,5.47,12.97,16.33,,2.36,5.6827,13.4342,0.00%
006257	,信达澳银先进智造股票型,2020-09-08,2.1206,2.1206,-0.70,-3.45,-2.81,19.14,15.64,72.98,,,51.86,112.06,67.5900,0.15%
006532	,华泰柏瑞量化阿尔法C,2020-09-08,1.3531,1.3531,0.93,-3.45,0.65,26.30,22.21,33.61,,,31.13,65.6587,30.4974,0.00%
007243	,安信核心竞争力混合A,2020-09-08,1.4899,1.4899,-0.57,-3.45,-2.75,21.99,22,40.78,,,28.40,48.99,40.9557,0.15%
007853	,华商计算机行业量化股票,2020-09-08,1.3205,1.3205,0.02,-3.45,-4.79,18.73,10.61,,,,31.79,32.05,32.02,0.15%
007244	,安信核心竞争力混合C,2020-09-08,1.4852,1.4852,-0.58,-3.45,-2.77,21.92,21.85,40.42,,,28.17,48.52,40.6062,0.00%
007807	,建信MSCI中国A股指数增强C,2020-09-08,1.3591,1.3591,0.33,-3.45,1.23,27.05,27.11,,,,32.84,35.91,35.46,0.00%
009046	,东财创业板A,2020-09-08,1.4145,1.4145,0.34,-3.45,-2.80,23.26,,,,,,41.45,40.97,0.12%
008200	,华夏创新100ETF联接C,2020-09-08,1.2008,1.2008,0.24,-3.45,-1.30,13.50,,,,,,20.08,19.79,0.00%
009211	,中欧嘉和三年混合C,2020-09-08,1.2191,1.2191,-0.14,-3.45,-0.81,20.70,,,,,,21.91,22.08,0.00%
080001	,长盛成长价值混合,2020-09-08,1.5330,4.1830,0.20,-3.46,0.72,17.92,11.98,33.78,60.12,41.18,26.80,1026.5770,31.8166,0.15%
673043	,西部利得行业主题优选混合C,2020-09-08,1.2280,1.4590,-0.65,-3.46,-3.69,9.55,11.17,22.84,42.14,42.96,22.42,51.3717,23.2101,0.00%
004243	,广发道琼斯石油指数人民币C,2020-09-07,0.6840,0.6840,0.01,-3.46,-8.31,-24.23,7.06,-22.16,-41.70,-19.77,-28.79,-31.60,-24.3447,0.00%
001816	,汇添富新睿精选混合A,2020-09-08,1.4220,1.4770,-0.28,-3.46,0.85,18.60,24.85,28.67,37.57,44.35,25.73,49.2587,28.9220,0.15%
003242	,创金合信量化发现混合C,2020-09-08,1.2767,1.2767,0.17,-3.46,0.68,25.36,25.30,44.11,66.04,34.96,39.18,27.67,41.0781,0.00%
003765	,广发创业板ETF联接A,2020-09-08,1.4322,1.4322,0.32,-3.46,-3.20,21.79,19.53,49.92,75.13,38.34,42.55,43.22,46.2855,0.12%
006248	,华夏创业板ETF联接A,2020-09-08,1.7959,1.7959,0.30,-3.46,-2.69,22.65,20.89,54.29,85.11,,46.40,79.59,50.4875,0.12%
006063	,景顺长城MSCI中国A股国际通,2020-09-08,1.5088,1.5088,0.61,-3.46,-0.34,22.54,20.68,32.77,59.98,,27.92,50.88,31.4631,0.15%
009047	,东财创业板C,2020-09-08,1.4128,1.4128,0.33,-3.46,-2.82,23.17,,,,,,41.28,40.81,0.00%
007777	,中邮研究精选混合,2020-09-08,1.1483,1.44,0.44,-3.46,-1.61,15.21,15.11,,,,32.82,44.0382,43.411,0.15%
050021	,博时创业板ETF联接A,2020-09-08,2.1603,2.1603,0.32,-3.47,-2.43,22.64,20.90,53.80,83.73,52.55,45.84,116.0084,49.9548,0.08%
160919	,大成产业升级股票(LOF),2020-09-08,2.1680,4.1540,-1.09,-3.47,-1.63,31,29.43,62.52,112.97,72.34,48.49,104.7007,60.8217,0.15%
160225	,国泰国证新能源汽车指数,2020-09-08,1.1723,1.1723,0,-3.47,-3,19.82,12.52,47.13,52.52,1.52,29.42,16.0546,43.4180,0.12%
673100	,西部利得沪深300指数增强A,2020-09-08,1.7957,1.9157,0.43,-3.47,0.90,23.32,25.71,44.70,80.04,73.91,35.16,99.1595,42.9257,0.08%
710002	,富安达策略精选混合,2020-09-08,3.4502,3.4902,0.20,-3.47,-2.11,12.98,13.37,32.84,59.77,46.46,27.42,257.5696,31.2795,0.15%
450001	,国富中国收益混合,2020-09-08,1.4614,3.8478,0.19,-3.47,-0.40,24.23,30.33,49.85,90.88,81.11,42.10,583.5375,49.1201,0.15%
001614	,东方区域发展混合,2020-09-08,0.9622,0.9622,-0.32,-3.47,-4.82,-0.05,4.10,14.62,33.92,2.63,6.83,-3.78,14.9577,0.15%
003766	,广发创业板ETF联接C,2020-09-08,1.4310,1.4310,0.32,-3.47,-3.23,21.73,19.40,49.59,74.66,38.13,42.35,43.10,45.9681,0.00%
006249	,华夏创业板ETF联接C,2020-09-08,1.7849,1.7849,0.30,-3.47,-2.71,22.56,20.70,53.82,83.99,,46.10,78.49,50.0379,0.00%
006343	,中金MSCI低波动A,2020-09-08,1.4250,1.4250,0.25,-3.47,-0.15,16.69,15.44,15.89,,,13.77,42.50,15.3359,0.10%
006344	,中金MSCI低波动C,2020-09-08,1.4222,1.4222,0.25,-3.47,-0.17,16.61,15.30,15.61,,,13.58,42.22,15.0714,0.00%
000589	,光大银发商机混合,2020-09-08,2.7510,3.0010,0.11,-3.47,-1.04,19.82,20.87,50.57,116.27,77.14,37.96,242.6751,47.8214,0.15%
006573	,人保行业轮动混合A,2020-09-08,1.4910,1.4910,0.25,-3.47,-2.09,16.29,20.94,34.37,,,24.04,49.10,31.6661,0.15%
673101	,西部利得沪深300指数增强C,2020-09-08,1.7882,1.7882,0.43,-3.47,0.86,23.20,25.44,44.06,,,34.79,93.2980,42.3000,0.00%
008052	,工银湾创100ETF联接A,2020-09-08,1.1270,1.1270,0.23,-3.47,-1.94,12.33,13.61,,,,12.68,12.70,12.44,0.10%
006123	,中融高股息混合A,2020-09-08,1.4338,1.4958,0.34,-3.47,-2.32,25.47,32.17,,,,40.42,50.6161,50.1119,0.15%
020015	,国泰区位优势混合,2020-09-08,4.1590,4.2040,-0.12,-3.48,2.34,22.07,24.33,55.42,94.44,60.33,39.14,333.2613,53.7666,0.15%
163409	,兴全绿色投资混合(LOF),2020-09-08,1.7190,3.3990,0.06,-3.48,0.12,23.16,24.92,49.74,109.19,72.49,39.57,288.0191,48.1769,0.15%
000688	,景顺长城研究精选股票,2020-09-08,1.8850,1.9050,0.64,-3.48,0.80,19.68,18.40,23.04,41.62,28.84,21.07,92.06,21.6234,0.15%
530012	,建信积极配置混合,2020-09-08,3.0270,3.0950,-0.88,-3.48,0.63,18.10,12.86,34.29,57.66,41.38,22.20,223.2630,34.6561,0.15%
006783	,红土创新中证500增强A,2020-09-08,1.4076,1.4076,0.37,-3.48,-1.08,22.66,20.43,34.38,,,32.79,40.76,31.6066,0.12%
519967	,长信利富债券,2020-09-08,1.2839,1.2839,-0.67,-3.48,-3.68,10.35,6.43,22.73,29.73,25.58,16.17,28.39,21.9319,0.08%
001320	,工银丰盈回报灵活配置混合,2020-09-08,1.9440,1.9440,0.10,-3.48,1.25,25.26,27.81,53.31,90.78,74.04,40.16,94.40,52.3137,0.15%
161022	,富国创业板指数分级,2020-09-08,1.1090,1.79,0.27,-3.48,-3.40,22.51,20.41,53.42,82.47,38.76,45.29,71.3502,49.6810,0.12%
006784	,红土创新中证500增强C,2020-09-08,1.4020,1.4020,0.37,-3.48,-1.10,22.57,20.25,34.12,,,32.46,40.20,31.3646,0.00%
006574	,人保行业轮动混合C,2020-09-08,1.4764,1.4764,0.25,-3.48,-2.13,16.19,20.76,33.66,,,23.73,47.64,30.9765,0.00%
008053	,工银湾创100ETF联接C,2020-09-08,1.1238,1.1238,0.23,-3.48,-1.98,12.21,13.38,,,,12.36,12.38,12.12,0.00%
000082	,嘉实研究阿尔法股票,2020-09-08,1.6860,2.5210,0.42,-3.49,-1.46,25.17,27.15,43.37,78.59,62.56,35.10,229.4579,41.5683,0.15%
610006	,信达澳银产业升级混合,2020-09-08,1.7970,2.2670,-0.44,-3.49,-5.07,20.36,15.64,40.72,72.95,32.33,32.82,156.8315,37.1581,0.15%
360016	,光大行业轮动混合,2020-09-08,2.0490,2.8990,-0.39,-3.49,-2.24,28.30,29.85,70.32,174.34,123.08,58.10,337.1735,66.1551,0.15%
001672	,国寿安保智慧生活股票,2020-09-08,1.6060,1.8280,-0.86,-3.49,-1.35,27.42,27.42,58.64,76.62,50.91,40.50,90.2852,56.7742,0.15%
001528	,诺安先进制造股票,2020-09-08,2.1270,2.1270,0,-3.49,2.51,29.14,26.91,39.57,56.97,64.25,32.52,112.70,37.9377,0.15%
004576	,新华恒益量化灵活配置混合,2020-09-08,0.9657,0.9657,0.51,-3.49,0.28,20.38,19.93,17.40,20.35,-3.45,17.03,-3.4397,16.0807,0.15%
004350	,汇丰晋信价值先锋股票,2020-09-08,1.8122,1.8122,0.67,-3.49,-5.02,22.49,18.71,40.26,,,29.34,81.22,37.6931,0.15%
006124	,中融高股息混合C,2020-09-08,1.4105,1.4725,0.33,-3.49,-2.37,24.96,31.16,,,,38.76,48.2607,47.7666,0.00%
008382	,融通产业趋势股票,2020-09-08,1.1032,1.1032,0.20,-3.49,-3.40,10.73,,,,,,10.32,10.1,0.15%
009511	,信达澳银研究优选混合,2020-09-08,1.0091,1.0091,-0.15,-3.49,-3.90,,,,,,,0.91,1.06,0.15%
400011	,东方核心动力混合,2020-09-08,1.6048,1.8818,0.64,-3.50,1.70,26.53,24.74,37.64,58.32,32.11,33.12,99.0275,36.6046,0.15%
050201	,博时价值增长贰号混合,2020-09-08,0.9380,2.3930,-0.11,-3.50,-2.80,15.38,14.11,35.94,72.74,41.91,24.90,165.8090,34.3347,0.20%
001254	,泰达宏利新起点混合A,2020-09-08,1.3230,1.3230,0,-3.50,2.40,4.26,6.01,9.25,32.04,16.56,5.67,32.30,9.1584,0.15%
002601	,中银证券价值精选混合,2020-09-08,1.2344,1.2344,0.01,-3.50,-2.48,13.51,4.46,16.75,21.46,19.50,13.45,23.44,16.5534,0.15%
005585	,银河文体娱乐混合,2020-09-08,1.6015,1.6015,-0.04,-3.50,-6.27,10.76,5.84,17.85,60.99,,14.65,60.15,15.7587,0.15%
009106	,嘉合同顺智选股票A,2020-09-08,0.9695,0.9695,0.23,-3.50,-2.16,-3.03,,,,,,-3.05,-3.27,0.15%
008100	,广发湾创100ETF联接A,2020-09-08,1.0976,1.0976,0.23,-3.50,-1.81,9.73,,,,,,9.76,9.51,0.12%
560006	,益民核心增长混合,2020-09-08,1.8120,1.8120,-0.33,-3.51,-1.09,15.63,11.44,18.90,47.08,28.78,18.12,81.20,19.2913,0.15%
290004	,泰信优质生活混合,2020-09-08,1.0255,1.8392,-0.02,-3.51,2.79,17.79,19.11,43.43,69.70,14.90,32.46,83.8355,42.0440,0.15%
004741	,农银汇理区间策略混合,2020-09-08,1.3067,1.3067,-0.40,-3.51,-3.19,10.71,10.90,31.49,32.22,30.18,22.82,30.67,30.7163,0.15%
003624	,创金合信资源股票发起式A,2020-09-08,1.4882,1.4882,0.81,-3.51,-1,35.18,26.90,53.42,63.86,9.90,38.14,48.82,50.9407,0.15%
004481	,华宝第三产业混合,2020-09-08,1.1613,1.1613,0.37,-3.51,1.13,22.15,23.46,31.01,26.92,9.21,24.35,16.1184,30.5280,0.15%
519668	,银河成长混合,2020-09-08,2.0706,3.8644,0.11,-3.51,0.79,32.26,28,67.68,104.74,72.77,49.96,709.1413,63.8771,0.15%
007287	,合煦智远消费主题股票发起式A,2020-09-08,1.2683,1.2683,-0.65,-3.51,1.64,16.13,20.08,25.94,,,19.36,26.83,26.4712,0.15%
009049	,易方达高端制造混合,2020-09-08,1.2364,1.2364,-0.05,-3.51,0.27,16.50,,,,,,23.64,23.7,0.15%
009107	,嘉合同顺智选股票C,2020-09-08,0.9673,0.9673,0.22,-3.51,-2.20,-3.23,,,,,,-3.27,-3.48,0.00%
008101	,广发湾创100ETF联接C,2020-09-08,1.0972,1.0972,0.23,-3.51,-1.82,9.69,,,,,,9.72,9.47,0.00%
002790	,长盛同享灵活配置C,2020-09-08,1.7260,1.7260,0.23,-3.52,0.82,23.99,24.35,42.17,76.30,72.60,32.87,72.60,41.1475,0.00%
673040	,西部利得行业主题优选混合A,2020-09-08,1.5370,1.5370,-0.71,-3.52,-3.70,9.47,11.14,22.96,42.45,43.24,22.47,53.70,23.3466,0.12%
002686	,中欧丰泓沪港深混合C,2020-09-08,1.4780,1.6460,-0.81,-3.52,1.65,12.33,18.52,33.51,54.57,52.91,20.62,72.0095,34.5927,0.00%
519223	,海富通欣荣混合C,2020-09-08,1.7001,1.7001,0.35,-3.52,1.37,24.42,24.72,40.01,80.19,68.49,30.33,70.01,38.6447,0.00%
519224	,海富通欣荣混合A,2020-09-08,1.6991,1.6991,0.35,-3.52,1.38,24.48,24.84,40.28,80.01,68.26,30.50,69.91,38.9235,0.08%
003625	,创金合信资源股票发起式C,2020-09-08,1.4586,1.4586,0.82,-3.52,-1.04,35.02,26.59,53.94,63.63,8.45,37.68,45.86,51.4498,0.00%
002164	,汇添富新睿精选混合C,2020-09-08,1.4260,1.4810,-0.28,-3.52,0.78,18.44,24.43,28.11,36.15,44.01,25.31,49.6278,28.2457,0.00%
160422	,华安创业板50ETF联接A,2020-09-08,1.9367,1.3658,0.47,-3.52,-4.30,24.75,25.31,65.80,83.33,23.94,51.09,36.5810,60.1796,0.12%
005571	,中银证券新能源混合A,2020-09-08,1.5067,1.5067,0.35,-3.52,-2.61,13.25,13.97,38.74,50.53,,28.25,50.67,35.9717,0.15%
007288	,合煦智远消费主题股票发起式C,2020-09-08,1.2592,1.2592,-0.65,-3.52,1.60,15.98,19.78,25.19,,,18.94,25.92,25.7316,0.00%
160910	,大成创新成长混合(LOF),2020-09-08,1.2830,2.8030,0.08,-3.53,3.80,22.89,24.93,31.40,62.01,51.60,23.86,69.6495,30.4677,0.15%
100060	,富国高新技术产业混合,2020-09-08,3.7480,4.3990,-0.35,-3.53,1.65,35.99,41.92,84.55,172.08,122.03,59.42,422.8006,80.2530,0.15%
166007	,中欧互通精选混合A,2020-09-08,1.9709,2.0159,0.46,-3.53,-0.22,23.99,25.45,33.58,62.97,45.70,31.02,105.6492,32.2591,0.15%
004993	,中欧可转债债券A,2020-09-08,1.3892,1.3892,-0.64,-3.53,-2.51,13.39,7.45,17.56,44.39,,12.05,38.92,17.6654,0.08%
004994	,中欧可转债债券C,2020-09-08,1.3754,1.3754,-0.64,-3.53,-2.54,13.28,7.23,17.10,43.44,,11.74,37.54,17.1958,0.00%
005699	,工银新经济人民币,2020-09-07,1.2334,1.2334,-1.85,-3.53,-2.37,8.85,16.82,26.80,36.68,,18.44,23.34,26.9061,0.15%
005572	,中银证券新能源混合C,2020-09-08,1.4961,1.4961,0.35,-3.53,-2.64,13.15,13.77,38.26,49.51,,27.95,49.61,35.5117,0.00%
160626	,鹏华信息分级,2020-09-08,1.0930,2.0140,0.18,-3.53,-2.67,15.54,10.18,43.99,80.54,46.60,34.26,139.9050,38.5880,0.12%
006182	,格林伯锐灵活配置C,2020-09-08,0.9338,0.9338,0.61,-3.53,1,18.07,19.61,3.98,,,15.30,-6.62,3.0764,0.00%
006181	,格林伯锐灵活配置A,2020-09-08,0.9364,0.9364,0.62,-3.53,1.01,18.11,19.70,4.15,,,15.43,-6.36,3.2394,0.12%
160424	,华安创业板50ETF联接C,2020-09-08,1.9314,1.9314,0.47,-3.53,-4.32,24.67,25.16,65.36,,,50.83,89.0934,59.7657,0.00%
002293	,南方益和混合,2020-09-08,1.9156,1.9156,0.18,-3.54,-0.55,21.36,28.27,50.93,77.86,80.72,37.77,91.56,49.3790,0.15%
002789	,长盛同享灵活配置A,2020-09-08,1.8250,1.8250,0.22,-3.54,0.83,23.98,24.49,42.58,75.99,76.16,33.11,82.50,41.4918,0.12%
005650	,万家量化同顺混合A,2020-09-08,1.4129,1.4129,0.26,-3.54,0.88,23.03,18.77,30.31,54.50,,25.59,41.29,28.8208,0.15%
005651	,万家量化同顺混合C,2020-09-08,1.3942,1.3942,0.25,-3.54,0.83,22.87,18.46,29.64,52.87,,25.15,39.42,28.1751,0.00%
009079	,南方粤港澳大湾区ETF联接A,2020-09-08,1.2133,1.2133,0.26,-3.54,-0.71,14.77,,,,,,21.33,21.02,0.12%
000176	,嘉实沪深300指数研究增强,2020-09-08,1.7998,1.7998,0.65,-3.55,0.35,22.24,19.27,26.84,56.91,41.24,21.33,79.98,25.2522,0.10%
519158	,新华趋势领航混合,2020-09-08,2.9870,3.4530,0.17,-3.55,-3.92,15.51,10.75,43.74,88.22,56.22,26.73,273.6805,41.1932,0.15%
002064	,华富产业升级灵活配置混合,2020-09-08,1.44,1.74,-0.62,-3.55,-4.89,11.54,9.17,43.16,81.16,69.01,40.38,78.8093,37.9807,0.15%
009080	,南方粤港澳大湾区ETF联接C,2020-09-08,1.2127,1.2127,0.25,-3.55,-0.72,14.73,,,,,,21.27,20.97,0.00%
320011	,诺安中小盘精选混合,2020-09-08,2.63,3.66,-0.15,-3.56,1.35,26.02,22.78,32.56,45.06,43.50,28.36,313.1411,31.6342,0.15%
090003	,大成蓝筹稳健混合,2020-09-08,1.1827,3.7527,0.14,-3.56,1,26.09,24.35,34.95,52.55,33.64,25.47,417.1063,33.4011,0.15%
