基金代码,基金名称,日期,单位净值,累计净值,日增长率,近一周增长率,近一个月增长率,近三个月增长率,近六个月增长率,近一年增长率,近两年增长率,近三年增长率,今年以来增长率,成立以来增长率,自定义增长率(当前日期向前推一年),手续费
007844	,华宝标普油气上游股票人民币C,2020-11-20,0.2595,0.2595,-0.57,5.32,16.06,-5.15,-6.52,,,,,-34.4034,-35.5157,0.00%
002123	,北信瑞丰外延增长,2020-11-23,1.4590,1.4590,1.74,5.27,2.17,5.72,28.89,34.35,60.15,35.34,27.87,45.90,24.6324,0.15%
009474	,国泰致远优势混合,2020-11-20,1.0693,1.0693,1.24,5.25,5.64,7.12,,,,,,6.93,,0.15%
007423	,西部利得聚禾混合A,2020-11-23,1.0663,1.0663,1.50,5.24,6.49,,,,,,,6.63,,0.08%
007424	,西部利得聚禾混合C,2020-11-23,1.0661,1.0661,1.51,5.24,6.48,,,,,,,6.61,,0.00%
161217	,国投瑞银中证资源指数,2020-11-23,0.8650,0.8650,3.59,5.23,18.17,15.33,44.41,41.34,49.91,15.64,26.46,-13.50,15.6740,0.12%
000251	,工银金融地产混合A,2020-11-23,2.6550,2.6550,1.76,5.23,4.16,7.14,31.70,23.09,53.79,34.42,14.74,332.4755,10.2704,0.15%
000574	,宝盈新价值混合A,2020-11-23,2.6980,3.3860,2,5.14,12.79,18.54,57.50,72.73,161.94,86.58,67.89,305.9719,54.4186,0.15%
001780	,诺安改革趋势灵活配置混合,2020-11-23,1.68,1.68,2.82,5.13,11.11,10.24,37.70,64.71,114.56,68.51,54.84,68,49.3110,0.15%
004351	,汇丰晋信珠三角区域发展混合,2020-11-23,1.5055,1.5055,2.05,5.11,5.26,-4.27,34.28,44.22,74.05,44.58,33.99,50.55,40.7517,0.15%
398041	,中海量化策略混合,2020-11-23,1.7550,2.2920,2.51,5.09,3.48,2.75,36.58,74.80,148.94,93.07,58.25,163.8119,48.2511,0.15%
007574	,宝盈新价值混合C,2020-11-23,2.6620,2.6620,1.99,5.09,12.70,18.31,56.77,71.30,,,66.69,77.7036,53.2354,0.00%
690008	,民生中证内地资源主题指数,2020-11-23,0.7450,0.7450,3.47,5.08,18.25,14.09,36.20,27.79,25.84,-6.52,14.97,-25.50,0.3135,0.12%
004871	,中银金融地产混合A,2020-11-23,1.5546,1.5546,1.73,5.08,2.38,5.33,38.11,34.17,75.11,53.63,24.63,55.46,24.5304,0.15%
005730	,国泰江源优势精选混合,2020-11-20,1.8263,1.8263,1.12,5.07,6.39,11.93,51.35,85.28,149.36,,79.05,82.63,72.3320,0.15%
010312	,中银金融地产混合C,2020-11-23,1.5543,1.5543,1.73,5.07,2.35,,,,,,,2.6618,,0.00%
004702	,南方金融混合,2020-11-23,1.4380,1.4380,1.84,5.04,1.84,8.69,39.21,34.52,75.37,43.23,25.37,43.80,22.4090,0.15%
671010	,西部利得策略优选混合,2020-11-23,1.2920,1.2920,1.41,4.96,7.40,3.61,37.01,42.13,68.01,44.68,31.57,29.20,29.8507,0.15%
165520	,信诚中证800有色指数分级,2020-11-23,1.2570,1.3780,2.78,4.92,21.33,17.15,51.08,57.01,68.51,14.23,35.31,34.2762,22.5918,0.12%
519678	,银河消费混合,2020-11-23,2.9110,2.9110,1.32,4.83,11.58,12.70,56.76,68.27,134.19,74.94,65.30,191.10,50.0576,0.15%
008099	,广发价值领先混合,2020-11-23,1.1999,1.1999,2.01,4.80,13.59,9.21,20.10,,,,,19.99,7.45,0.15%
005445	,华宝价值发现混合,2020-11-23,1.4838,1.4838,2.13,4.79,5.50,8.64,36.77,45.06,77.06,,31.64,48.38,28.6474,0.15%
160620	,鹏华资源分级,2020-11-23,1.2810,0.9410,3.72,4.74,15.72,9.11,36.28,29.94,46.53,8.52,17.23,-3.7829,11.3103,0.12%
166301	,华商新趋势优选灵活配置混合,2020-11-23,5.8510,5.8510,2.34,4.73,21.52,18.47,45.04,80.48,162.14,140.98,64.12,485.10,48.5155,0.15%
050018	,博时行业轮动混合,2020-11-23,1.8030,1.8030,2.39,4.70,17.61,13.18,35.06,52.80,88.99,34.45,38.48,80.30,25.3731,0.15%
003715	,宝盈消费主题混合,2020-11-23,1.9292,1.9292,1.92,4.68,11.05,12.46,47.68,70.08,137.44,72.11,54.50,92.92,45.7588,0.15%
240022	,华宝资源优选混合,2020-11-23,2.3990,2.5080,3.63,4.67,21.28,20.01,59.08,70.87,100.42,74.22,55.38,158.4323,31.6035,0.15%
519196	,万家新兴蓝筹灵活配置混合,2020-11-23,1.8107,2.3044,2.74,4.66,14.74,22.58,49.07,92.71,122.23,81.31,64.43,168.1940,54.4908,0.12%
000772	,景顺长城中国回报灵活配置混合,2020-11-23,2.0270,2.0270,1.81,4.65,5.13,9.80,39.99,62.68,103.72,50.48,47.74,102.70,45.2607,0.15%
004432	,南方有色金属ETF联接A,2020-11-23,0.9590,0.9590,2.93,4.65,19.58,12.47,42.35,50.05,61.72,7.33,29.42,-4.10,17.8971,0.12%
004433	,南方有色金属ETF联接C,2020-11-23,0.9468,0.9468,2.92,4.64,19.53,12.34,42.06,49.46,60.45,6.06,28.96,-5.32,17.4404,0.00%
004505	,博时新兴消费主题混合,2020-11-23,2.4580,2.4580,1.57,4.64,15.02,11.73,36.33,58.48,138.18,117.52,43.57,145.80,35.5805,0.15%
009242	,中加核心智造混合A,2020-11-23,1.1750,1.1750,1.91,4.64,11.55,14.94,,,,,,17.50,1.29,0.15%
009243	,中加核心智造混合C,2020-11-23,1.1722,1.1722,1.90,4.62,11.46,14.71,,,,,,17.22,1.23,0.00%
164402	,前海开源中航军工,2020-11-23,0.9340,0.9580,0.21,4.59,4.94,-2.30,37.08,44.74,66.21,22.42,40.30,-3.5834,21.0914,0.12%
001758	,嘉实研究增强混合,2020-11-23,1.8680,1.8680,1.63,4.59,9.62,17.12,56.71,70.44,135.86,53.87,59.79,86.80,45.2555,0.15%
164205	,天弘文化新兴产业,2020-11-23,2.5647,2.9822,1.54,4.58,14.37,4.82,49.05,56.31,168.72,132.65,45.84,198.2186,50.4795,0.15%
050024	,博时上证自然资源ETF联接,2020-11-23,0.7348,0.7348,2.97,4.58,15.66,9.97,34.41,27.28,26.43,-3.30,15.35,-26.52,3.5884,0.12%
005711	,永赢惠添利灵活配置混合,2020-11-23,2.0127,2.1727,1.86,4.53,5.52,8.58,41.02,45.99,126.26,,29.94,123.1101,25.1135,0.15%
004244	,东方周期优选灵活配置混合,2020-11-23,1.0437,1.0437,1.65,4.50,-1.49,-9.28,-10.10,-5.91,14.59,-6.70,-8.11,4.37,1.7866,0.15%
000646	,华润元大量化优选混合A,2020-11-23,1.5336,1.5336,1.76,4.49,3.34,5.16,24.55,21.98,41.61,18.52,17.90,53.36,20.9478,0.15%
005662	,嘉实金融精选股票A,2020-11-23,1.4449,1.4449,1.61,4.49,2.03,2.24,27.06,18.51,47.65,,9.95,44.49,10.8939,0.15%
005663	,嘉实金融精选股票C,2020-11-23,1.4252,1.4252,1.60,4.48,1.99,2.11,26.72,17.89,46.20,,9.45,42.52,10.2710,0.00%
007827	,华润元大量化优选混合C,2020-11-23,1.5196,1.5196,1.75,4.48,3.27,4.94,24.05,20.99,,,17.06,27.8264,20.0234,0.00%
162607	,景顺长城资源垄断混合,2020-11-23,0.7730,3.4010,1.71,4.46,4.46,6.62,35.61,56.18,119.34,74.72,45.85,789.8014,45.9431,0.15%
320006	,诺安灵活配置混合,2020-11-23,2.9760,3.5560,2.76,4.42,14.42,11.29,23.69,47.69,61.92,23.03,35.52,397.4518,19.0281,0.18%
166020	,中欧成长优选混合A,2020-11-23,1.5532,1.8872,1.44,4.40,7.88,7.24,42.94,46.22,65.11,41.42,31.05,109.6224,29.9402,0.15%
001891	,中欧成长优选混合E,2020-11-23,1.6177,1.9977,1.43,4.40,7.88,7.24,42.94,46.45,65.53,42.12,31.05,78.7595,30.1856,0.15%
001215	,博时沪港深优质企业基金A,2020-11-23,1.5450,1.5450,1.71,4.39,13.10,12.28,30.16,48.27,107.94,78.82,34,54.50,28.6654,0.15%
002555	,博时沪港深优质企业基金C,2020-11-23,1.5710,1.5710,1.68,4.39,13.02,11.97,29.62,47.37,105.63,75.92,33.14,129.6784,27.7982,0.00%
163208	,诺安油气能源,2020-11-20,0.4560,0.4560,-0.22,4.35,14.57,-3.59,-7.32,-39.84,-47.22,-46.42,-43.07,-54.40,-42.8208,0.15%
000690	,前海开源大海洋混合,2020-11-23,1.7520,1.7520,0.46,4.35,7.03,4.04,54.91,59.27,113.40,82.12,43.72,75.20,45.1082,0.15%
006652	,富国金融地产行业混合,2020-11-23,1.5151,1.5151,1.86,4.35,2.34,-2.16,24.27,22.70,,,12.82,51.51,17.0702,0.15%
002849	,金信智能中国2025混合,2020-11-23,1.2310,1.4950,1.82,4.32,2.75,5.30,18.71,16.51,44.79,48.28,10.21,53.91,14.8505,0.15%
519181	,万家和谐增长混合,2020-11-23,1.4714,3.3636,2.48,4.30,13.53,20.06,43.59,85.17,123.69,76.07,57.18,307.5085,50.3675,0.15%
620006	,金元顺安消费主题混合,2020-11-23,1.65,1.65,1.79,4.30,6.25,14.42,46.93,47.32,93.21,37.50,37.04,65,28.9264,0.15%
001719	,工银国家战略股票,2020-11-23,1.77,1.77,1.90,4.30,10.28,6.12,32.29,51.54,127.80,60.18,33.79,77,30.3388,0.15%
000596	,前海开源中证军工指数A,2020-11-23,1.85,1.85,0.16,4.28,4.76,-2.43,38.89,57.18,78.23,33.86,51.64,85,33.7748,0.12%
001707	,诺安高端制造股票,2020-11-23,1.4870,1.4870,1.29,4.28,15.99,10.80,35.92,28.74,79.81,47.08,26.45,48.70,14.8333,0.15%
001392	,国富金融地产混合A,2020-11-23,1.4281,1.4281,1.40,4.26,1.77,-1.61,23.25,17.80,38.83,23.53,10.37,42.81,14.0671,0.15%
519185	,万家精选混合,2020-11-23,1.2148,2.4611,0.55,4.26,3.94,-1.77,21.18,14.23,28.67,15.15,4.25,183.4754,10.9143,0.15%
001393	,国富金融地产混合C,2020-11-23,1.4955,1.4955,1.40,4.26,1.73,-1.73,22.94,17.22,42.46,31.30,9.88,49.55,13.5513,0.00%
160630	,鹏华中证国防指数分级,2020-11-23,1.1590,1.27,0.17,4.23,5.65,-2.69,39.30,61.54,75.21,35.34,53.31,7.2655,37.8082,0.12%
002199	,前海开源中证军工指数C,2020-11-23,0.9420,1.9020,0.11,4.20,4.67,-2.48,38.73,56.74,77.40,32.86,51.20,-6.8767,33.4293,0.12%
168501	,北信瑞丰产业升级,2020-11-23,2.0527,2.0527,0.45,4.20,8.70,1.73,46.81,100.26,142.29,103.46,72.70,105.27,85.3870,0.15%
004224	,南方军工改革灵活配置混合,2020-11-23,1.2237,1.2237,0.48,4.20,5.90,-1.53,42.03,70.03,100.74,39.47,62.23,22.37,42.3888,0.15%
006529	,中欧匠心两年持有期混合A,2020-11-23,1.5648,1.6272,2.15,4.19,10.23,11.91,46.09,65.12,,,54.35,64.7710,45.6113,0.15%
006530	,中欧匠心两年持有期混合C,2020-11-23,1.5612,1.6192,2.14,4.17,10.18,11.79,45.78,64.45,,,53.80,63.8133,45.0252,0.00%
008280	,国泰中证煤炭ETF联接C,2020-11-20,1.2033,1.2033,2.26,4.17,5.94,9.12,28.68,,,,,20.33,9.33,0.00%
008279	,国泰中证煤炭ETF联接A,2020-11-20,1.2061,1.2061,2.26,4.17,5.97,9.20,28.86,,,,,20.61,9.53,0.10%
000433	,安信鑫发优选混合,2020-11-23,1.7290,1.7290,2.19,4.16,14.28,8.81,34.55,42.42,73.59,33,30.10,72.90,26.8852,0.10%
420005	,天弘周期策略混合,2020-11-23,2.28,2.6510,1.60,4.16,8.78,12.98,47.67,56.81,98.43,52.51,45.69,210.0192,38.3803,0.15%
007287	,合煦智远消费主题股票发起式A,2020-11-23,1.4138,1.4138,0.62,4.15,13.70,8.98,39.32,41.25,,,33.05,41.38,26.4712,0.15%
007288	,合煦智远消费主题股票发起式C,2020-11-23,1.4022,1.4022,0.61,4.14,13.65,8.83,38.97,40.54,,,32.45,40.22,25.7316,0.00%
005335	,浙商全景消费混合,2020-11-23,1.8563,1.8563,0.81,4.12,10.51,12.74,46.85,54.47,104.48,,47.56,85.63,42.2647,0.15%
004814	,中欧红利优享混合A,2020-11-23,1.4546,1.4546,1.16,4.12,12.35,16.25,48.29,39.37,78.83,,29.60,45.46,18.7416,0.15%
160814	,长盛中证金融地产指数分级,2020-11-23,1.0380,,1.67,4.11,2.17,4.22,30.24,22.85,51.78,28.29,15.21,20.0501,12.8812,0.12%
004815	,中欧红利优享混合C,2020-11-23,1.4270,1.4270,1.16,4.10,12.27,16.01,47.69,38.26,76.24,,28.66,42.70,17.8018,0.00%
398021	,中海能源策略混合,2020-11-23,0.8956,1.2056,2.48,4.08,9.84,5.45,37.24,38.64,59.73,0.30,31.03,30.8079,17.1683,0.15%
007177	,浙商智能行业优选混合A,2020-11-23,1.6183,1.6223,1.35,4.08,13.01,12.87,49.44,61.78,,,48.72,62.4118,41.9686,0.15%
007217	,浙商智能行业优选混合C,2020-11-23,1.6094,1.6131,1.35,4.07,12.96,12.72,49.06,60.96,,,48.06,61.4758,41.2989,0.00%
003017	,广发中证军工ETF联接A,2020-11-23,1.0740,1.0740,0.21,4.06,4.21,-4.18,33.58,47.18,67.39,27.39,41.82,7.40,26.1295,0.12%
005693	,广发中证军工ETF联接C,2020-11-23,1.0722,1.0722,0.21,4.06,4.20,-4.23,33.44,46.90,66.85,,41.58,50,25.8308,0.00%
006103	,凯石淳行业精选混合A,2020-11-23,1.2161,1.2161,2.86,4.02,11.49,10.57,24.23,32.49,37.18,,25.36,21.5978,23.6350,0.15%
006814	,凯石淳行业精选混合C,2020-11-23,1.1939,1.1939,2.86,4.02,11.43,10.30,23.73,31.54,,,24.56,34.8126,22.4154,0.00%
519195	,万家品质,2020-11-23,2.0522,2.4702,2.48,4.01,11.61,17.47,42.11,82.14,116.34,79.02,54.96,184.01,51.3632,0.15%
163115	,申万菱信中证军工指数分级,2020-11-23,1.0592,1.8779,0.23,4,4.30,-4.06,37.56,52.62,71.48,28.18,47.10,50.6458,29.9763,0.10%
257060	,国联安上证商品ETF联接,2020-11-23,0.7770,0.7770,2.34,4,15.13,13.50,51.55,52.17,62.04,23.18,37.21,-22.30,24.9492,0.15%
161211	,国投沪深300金融地产联接,2020-11-23,2.0489,2.0489,1.64,3.99,2.18,5,28.43,21.11,46.06,26.12,13.89,104.89,10.7654,0.12%
007960	,方正富邦天恒混合C,2020-11-23,1.6245,1.6245,1.95,3.99,11.75,21.87,56.13,56.73,,,48.38,62.45,34.27,0.00%
007959	,方正富邦天恒混合A,2020-11-23,1.5833,1.5833,1.94,3.99,11.78,21.95,51.47,52.28,,,44.12,58.33,30.78,0.15%
008919	,永赢科技驱动A,2020-11-23,1.2470,1.2470,1.58,3.98,3.25,6.94,33.03,,,,,24.70,12.36,0.15%
008920	,永赢科技驱动C,2020-11-23,1.2451,1.2451,1.58,3.97,3.23,6.88,32.90,,,,,24.51,12.24,0.00%
398061	,中海消费混合,2020-11-23,4.5390,4.7490,2.21,3.96,9.32,3.96,40.40,60.11,150.64,58.60,53.97,442.1649,45.1857,0.15%
169104	,东方红睿满沪港深混合(LOF),2020-11-23,2.4130,2.7640,0.54,3.96,18.17,21.07,60.23,73.72,130.98,99.68,61.08,212.3047,48.9473,1.50%
003624	,创金合信资源股票发起式A,2020-11-23,1.8354,1.8354,2.84,3.94,19.61,27.72,72.53,98.64,125.45,51.99,70.37,83.54,50.9407,0.15%
161910	,万家新机遇价值驱动A,2020-11-23,2.3444,2.8161,1.84,3.94,6.60,9.51,49.81,74.62,148.32,72.99,57.96,126.0650,52.1534,0.15%
003625	,创金合信资源股票发起式C,2020-11-23,1.7969,1.7969,2.84,3.93,19.55,27.55,72.10,97.64,125.12,50.54,69.61,79.69,51.4498,0.00%
001539	,嘉实中证金融地产ETF联接A,2020-11-23,1.4374,1.4374,1.57,3.93,1.72,3.04,22.56,12.38,31.44,9.30,5.50,43.74,2.2989,0.12%
005400	,万家潜力价值灵活配置混合A,2020-11-23,2.1901,2.1901,1.79,3.92,6.57,8.92,46.49,72.95,161.97,,54.52,119.01,52.3916,0.15%
006085	,万家新机遇价值驱动C,2020-11-23,2.1098,2.2777,1.83,3.92,6.53,9.28,49.21,73.23,147.40,,56.84,142.4836,50.9364,0.00%
005401	,万家潜力价值灵活配置混合C,2020-11-23,2.1537,2.1537,1.79,3.91,6.52,8.78,46.14,72.06,159.26,,53.82,115.37,51.6322,0.00%
005999	,嘉实中证金融地产ETF联接C,2020-11-23,1.3285,1.3285,1.56,3.91,1.68,2.93,22.32,11.90,30.10,,5.13,33.1162,1.8475,0.00%
161024	,富国中证军工指数分级,2020-11-23,1.0910,1.7460,0.18,3.90,4,-4.63,33.38,46.37,60.80,20.58,41.13,64.2691,24.3436,0.12%
161715	,招商大宗商品(LOF),2020-11-23,1.1466,1.2851,2.94,3.90,14.37,7.60,39.23,37.66,52.43,3.39,26.06,33.4615,14.1798,0.12%
165521	,信诚中证800金融指数分级,2020-11-23,1.1740,1.9020,1.73,3.89,1.47,3.89,26.51,15.40,36.48,14.41,8.70,113.9046,4.1285,0.12%
001959	,华商乐享互联灵活配置混合,2020-11-23,1.5750,1.5750,1.88,3.89,18.07,14.63,43.18,84,196.05,91.14,67.02,57.50,56.0046,0.15%
003751	,万家瑞隆混合,2020-11-23,1.6311,1.6311,2.19,3.89,7.85,-1.16,27.94,54.40,85.65,57.59,45.89,63.11,43.6355,0.15%
240005	,华宝多策略增长开放,2020-11-23,0.7095,4.9899,1.91,3.82,4.96,5.24,35.22,42.64,76.54,39.34,28.88,669.2498,28.4778,0.15%
519193	,万家消费成长,2020-11-23,2.5217,2.5217,1.81,3.82,6.01,7.86,40.27,58.96,130.73,115.29,43.51,152.17,38.2799,0.15%
001469	,广发中证全指金融地产联接A,2020-11-23,1.1984,1.1984,1.52,3.80,1.38,1.53,21.28,11.19,32.13,9.75,3.83,19.84,3.4923,0.12%
004205	,东方支柱产业灵活配置混合,2020-11-23,0.9182,0.9182,2.66,3.80,20.99,13.74,18.16,19.46,23.30,-14.09,16.57,-8.18,4.6449,0.15%
002979	,广发中证全指金融地产联接C,2020-11-23,1.1873,1.1873,1.51,3.79,1.36,1.47,21.15,10.95,31.54,8.93,3.63,41.4126,3.2789,0.00%
005447	,银华智荟分红收益混合,2020-11-23,1.2134,1.2134,1.53,3.78,3.16,0.66,22.54,30.21,54.51,,27.35,21.34,32.9292,0.15%
166023	,中欧瑞丰灵活配置混合(LOF)A,2020-11-23,1.3254,1.8254,1.68,3.77,14.77,15.34,38.70,50.72,128.09,79.86,46.06,92.1621,32.9089,0.15%
004740	,中欧瑞丰灵活配置混合C,2020-11-23,1.2953,1.7953,1.68,3.76,14.73,15.19,38.38,50.01,125.87,77.24,45.45,89.0567,32.2849,0.00%
501019	,国泰国证航天军工指数,2020-11-20,1.1578,1.1578,1.02,3.72,-2.96,-6.26,29.68,49.47,75.48,39.73,41.68,15.78,31.8386,0.12%
167301	,方正富邦保险主题指数分级,2020-11-23,1.0070,1.6690,1.21,3.71,-1.08,4.35,31.59,15.62,43.82,13.83,10.42,67.4874,-1.0849,0.08%
005609	,富国军工主题混合,2020-11-23,1.7179,1.7179,0.32,3.71,5.21,-2.95,43.97,77.51,111.98,,65.64,71.79,55.0097,0.15%
519671	,银河沪深300价值指数,2020-11-23,1.6560,1.8810,1.53,3.69,6.15,8.24,26.90,16.54,34.67,17.79,10.47,91.6377,3.4589,0.12%
320018	,诺安新动力混合,2020-11-23,3.1760,3.2960,1.15,3.66,11.17,13.55,48.41,62.96,105.17,84.65,49.32,254.2814,42.2388,0.15%
009707	,工银新兴制造混合A,2020-11-23,1.0958,1.0958,0.34,3.65,9.30,9.47,,,,,,9.58,,0.15%
009708	,工银新兴制造混合C,2020-11-23,1.0947,1.0947,0.34,3.65,9.26,9.36,,,,,,9.47,,0.00%
004139	,中邮军民融合灵活配置混合,2020-11-23,1.5502,1.5502,0.37,3.64,7.78,11.05,66.12,75.34,92.02,55.33,65.11,55.02,49.4279,0.15%
005937	,工银精选金融地产混合A,2020-11-23,1.4489,1.4489,1.68,3.64,3.02,2.73,26.23,19.05,44.88,,10.72,44.89,11.8054,0.15%
005938	,工银精选金融地产混合C,2020-11-23,1.4211,1.4211,1.68,3.63,2.99,2.62,25.97,18.55,42.11,,10.32,42.11,11.3593,0.00%
519191	,万家新利灵活配置混合,2020-11-23,1.1818,1.5444,0.22,3.61,3.48,-2.09,24.07,17.24,33.44,19.62,7.50,65.3409,15.4984,0.06%
