基金代码,基金名称,日期,单位净值,累计净值,日增长率,近一周增长率,近一个月增长率,近三个月增长率,近六个月增长率,近一年增长率,近两年增长率,近三年增长率,今年以来增长率,成立以来增长率,自定义增长率(当前日期向前推一年),手续费
005876	,易方达鑫转增利混合A,2020-11-23,1.5553,1.5553,1.25,0.95,4.92,6.78,35.63,46,55.44,,30.63,55.53,34.7565,0.10%
007994	,华夏中证500指数增强A,2020-11-23,1.3978,1.3978,0.14,0.95,3.23,1.05,33.97,,,,,39.78,37.82,0.12%
007995	,华夏中证500指数增强C,2020-11-23,1.3942,1.3942,0.14,0.95,3.20,0.95,33.70,,,,,39.42,37.58,0.00%
100051	,富国可转债A,2020-11-23,1.9330,1.9330,1.15,0.94,2.28,2.22,17.79,25.03,43.19,19.62,16.59,93.30,20.4881,0.08%
001811	,中欧明睿新常态混合A,2020-11-23,2.1540,2.4050,1.32,0.94,14.03,13.85,43.50,54.85,132.48,104.91,44.47,164.0212,40.9920,0.15%
162105	,金鹰持久增利债券(LOF)C,2020-11-23,1.4186,1.7843,1.45,0.94,7.43,5.77,20.37,26.43,43.51,32.82,19.55,101.7273,17.5932,0.00%
483003	,工银精选平衡混合,2020-11-23,0.6971,2.3008,1,0.94,6.69,11.16,41.83,58.94,91.56,31.03,52.04,174.9893,40.3005,0.15%
003132	,德邦新回报灵活配置混合,2020-11-23,1.6726,1.9240,0.92,0.94,4.72,3.17,37.05,50.78,100.59,67.71,40.93,107.9955,43.6389,0.15%
004988	,人保双利A,2020-11-23,1.1205,1.1205,0.40,0.94,0.75,-0.19,4.06,5.18,11.41,,5.85,12.05,5.2736,0.07%
005261	,银华稳健增利灵活配置混合C,2020-11-23,1.3510,1.3510,0.71,0.94,4.42,1.84,33.38,48.27,80.40,,40.16,35.10,40.2321,0.00%
006781	,汇丰晋信港股通精选股票,2020-11-23,1.1595,1.1595,0.42,0.94,7.01,3.05,18.83,16.08,,,9.91,15.95,9.6459,0.15%
006259	,添富红利增长混合A,2020-11-23,1.7445,1.7445,1.13,0.94,6.57,6.91,53.15,62.17,,,50.75,74.45,52.9167,0.15%
020009	,国泰金鹏蓝筹混合,2020-11-20,1.5040,3.1310,0.40,0.94,2.73,9.86,33.93,55.21,101.07,43.71,46.59,523.4525,49.1043,0.15%
009499	,景顺长城安鑫回报混合A,2020-11-23,1.0337,1.0337,0.42,0.94,0.90,3.03,,,,,,3.3803,,0.08%
000866	,华宝制造股票,2020-11-23,2.0620,2.0620,0.93,0.93,8.07,5.53,50.18,81.35,123.16,65.76,60.34,106.20,61.7547,0.15%
001312	,华安新优选灵活配置混合A,2020-11-23,1.0870,1.0870,0.28,0.93,2.35,3.92,14.54,18.80,21.45,7.31,17.13,8.70,15.7895,0.15%
002771	,安信新回报混合C,2020-11-23,2.6933,2.7433,0.26,0.93,4.11,-0.20,24.91,64.80,156.90,149.56,57.76,181.7782,68.3640,0.00%
001760	,嘉实创新成长混合,2020-11-23,1.30,1.30,1.48,0.93,7.08,3.92,28.46,43.01,48.57,12.75,33.20,30,33.1906,0.15%
002770	,安信新回报混合A,2020-11-23,2.7205,2.7705,0.26,0.93,4.13,-0.14,25.03,65.12,157.89,151.57,58.04,184.5961,68.6929,0.08%
000507	,泰达宏利宏达混合A,2020-11-23,1.4150,1.6050,0.57,0.93,2.91,4.04,9.01,12.03,19.61,20.12,8.43,67.0804,8.8658,0.12%
004989	,人保双利C,2020-11-23,1.1068,1.1068,0.41,0.93,0.74,-0.27,3.89,4.77,10.54,,5.49,10.68,4.8272,0.00%
001031	,华夏安康债券A,2020-11-23,1.5250,1.6850,1.06,0.93,3.46,2.21,15.09,13.47,18.68,21.51,9.63,74.0206,9.3403,0.08%
005707	,富国港股通量化精选股票型,2020-11-23,1.0739,1.0739,0.75,0.93,6.04,2.54,20.16,11.23,16.17,,5.32,7.39,5.4591,0.15%
005847	,富国沪港深业绩驱动混合型,2020-11-23,1.9277,1.9277,0.84,0.93,7.28,8.52,37.35,62.06,97.31,,55.10,92.77,54.1004,0.15%
002463	,创金合信价值红利混合A,2020-11-23,1.1991,1.1991,0.09,0.93,3.34,4.65,28.10,27.86,30.05,,25.35,19.91,23.5515,0.15%
007300	,国联安中证半导体ETF联接A,2020-11-23,2.1039,2.1039,0.44,0.93,9.16,-2.14,13.39,68.46,,,46.32,110.3690,57.7425,0.08%
005877	,易方达鑫转增利混合C,2020-11-23,1.5352,1.5352,1.25,0.93,4.87,6.62,35.22,45.12,53.47,,29.94,53.52,33.9672,0.00%
007943	,富安达中证500指数增强,2020-11-23,1.2245,1.2245,0.63,0.93,3.82,-2.06,24.50,22.45,,,21.64,22.45,21.99,0.12%
008009	,华商高端装备制造股票,2020-11-23,1.7170,1.7170,0.95,0.93,10.50,17.92,55.85,,,,70.35,71.70,47.13,0.15%
009755	,景顺长城安鑫回报混合C,2020-11-23,1.0322,1.0322,0.42,0.93,0.87,2.92,,,,,,3.2303,,0.00%
160910	,大成创新成长混合(LOF),2020-11-23,1.4140,2.9340,0.64,0.93,9.36,10.30,45.17,44.29,83.69,56.81,36.51,86.9714,30.4677,0.15%
002166	,华夏永福混合C,2020-11-23,2.2710,2.2710,0.71,0.93,3.79,5.48,21.70,30.52,58.04,58.04,23.56,58.3682,22.1209,0.00%
001219	,上投摩根动态多因子混合,2020-11-23,1.1010,1.1010,0.64,0.92,4.26,-1.08,31.54,47.39,71.50,37.45,38.14,10.10,37.3585,0.15%
002772	,光大产业新动力混合,2020-11-23,1.5360,1.5910,0.66,0.92,3.57,1.12,35.92,46.83,70.60,50.01,37.81,59.1652,41.1140,0.15%
001266	,国投瑞银招财混合,2020-11-23,1.6887,1.7207,0.46,0.92,4.84,4.73,30.86,56.65,123.58,70.63,41.74,74.2150,48.1450,0.15%
006104	,华泰柏瑞量化智慧混合C,2020-11-23,1.5358,1.5358,0.66,0.92,2.05,-1.06,26.64,41.27,66.93,,31.32,46.4619,30.8767,0.00%
501310	,华宝沪港深中国增强(LOF)A,2020-11-23,0.8969,0.8969,0.95,0.92,4.81,-1.02,7.94,-6.22,-10.43,,-11.15,-10.3190,-12.2207,0.12%
002210	,创金合信量化多因子股票A,2020-11-23,1.6175,1.6175,0.47,0.92,2.97,-0.36,31.62,50.28,76.43,43.48,39.42,61.75,41.3706,0.15%
006179	,富国品质生活混合,2020-11-23,1.9732,1.9732,0.58,0.92,5.47,8.46,53.02,83.18,,,76.78,97.32,66.4412,0.15%
007301	,国联安中证半导体ETF联接C,2020-11-23,2.0914,2.0914,0.44,0.92,9.14,-2.21,13.25,68,,,45.99,109.1191,57.1818,0.00%
006260	,添富红利增长混合C,2020-11-23,1.7205,1.7205,1.12,0.92,6.50,6.68,52.53,60.88,,,49.67,72.05,51.6301,0.00%
008370	,国泰研究精选两年持有混合,2020-11-20,1.5868,1.5868,1.15,0.92,-6.51,-6.24,23.24,,,,56.09,58.68,70.79,1.50%
162215	,泰达宏利聚利债券(LOF),2020-11-23,1.2190,1.8550,0.49,0.91,1.50,2.35,9.92,11.73,25.41,15.22,7.69,85.4099,7.6642,0.08%
519727	,交银成长30混合,2020-11-23,2.32,2.78,0.39,0.91,7.51,1.75,39.42,55.08,188.20,120.95,44.19,232.6792,44.2914,0.15%
004154	,信诚新悦回报灵活配置混合B,2020-11-23,1.4340,1.5870,0.56,0.91,3.39,6.22,22.15,27.18,51.22,49.14,23.73,62.8598,22.2027,0.00%
002808	,泓德优势领航混合,2020-11-23,2.0260,2.0260,-0.15,0.91,7.82,11.69,42.58,65.52,117.85,92.40,54.54,102.60,50.4934,0.15%
001244	,华泰柏瑞量化智慧混合A,2020-11-23,1.4611,1.5091,0.65,0.91,2.05,-1.01,26.79,41.62,66.79,26.73,31.61,53.0919,31.2162,0.15%
005404	,创金合信价值红利混合C,2020-11-23,1.1685,1.1685,0.09,0.91,3.27,4.43,27.58,26.83,27.93,,24.45,16.85,22.5778,0.00%
005209	,东吴双三角A,2020-11-23,1.2849,1.2849,0.89,0.91,3.90,4.42,15.17,39.74,70.66,,36.66,28.49,30.6898,0.15%
002217	,易方达量化策略C,2020-11-23,1.6660,1.6660,1.09,0.91,6.73,10.26,44.74,65.77,129.79,,57.62,66.60,54.7667,0.00%
001637	,嘉实腾讯自选股大数据策略股票,2020-11-23,1.5540,1.5540,0.65,0.91,3.19,-3.06,28.54,43.49,85.66,41.66,33.85,55.40,38.7355,0.15%
007397	,华宝沪港深中国增强(LOF)C,2020-11-23,0.8916,0.8916,0.94,0.91,4.77,-1.12,7.72,-6.61,,,-11.47,-9.7753,-12.5702,0.00%
009614	,上银中证500指数增强型C,2020-11-23,0.9518,0.9518,0.68,0.91,1.44,-4.11,,,,,,-4.82,-3.91,0.00%
009613	,上银中证500指数增强型A,2020-11-23,0.9529,0.9529,0.68,0.91,1.46,-4.04,,,,,,-4.71,-3.86,0.12%
002288	,中银稳进策略混合,2020-11-23,1.4136,1.5136,0.36,0.90,9.78,9.04,22.10,26.93,42.42,44.16,21.25,54.1032,15.3835,0.15%
001448	,华商双翼平衡混合,2020-11-23,1.2320,1.2320,0.74,0.90,5.21,5.30,17.22,7.13,15.36,3.36,4.58,23.20,0.4348,0.12%
001193	,中金消费升级,2020-11-23,1.4590,1.4590,0.62,0.90,8.40,9.12,51.04,74.94,143.57,74.94,68.87,45.90,60.6242,0.15%
004153	,信诚新悦回报灵活配置混合A,2020-11-23,1.4570,1.61,0.55,0.90,3.41,6.20,22.13,27.29,51.40,50.29,23.89,65.1730,22.2218,0.10%
002216	,易方达量化策略A,2020-11-23,1.69,1.69,1.02,0.90,6.76,10.39,45.06,66.50,132.14,,58.24,69,55.4774,0.15%
005210	,东吴双三角C,2020-11-23,1.2635,1.2635,0.89,0.90,3.86,4.29,14.87,39.04,68.96,,36.05,26.35,30.0555,0.00%
005294	,诺德新宜灵活配置混合,2020-11-23,1.2036,1.2036,0.46,0.90,2.96,0.21,24.96,18.66,51.19,,12.84,20.36,15.7801,0.15%
003865	,创金合信量化多因子股票C,2020-11-23,1.5742,1.5742,0.47,0.90,2.90,-0.56,31.12,49.16,74.20,40.50,38.48,24.8374,40.3485,0.00%
009863	,富国创新趋势股票,2020-11-23,1.1497,1.1497,1.13,0.90,12.18,14.07,,,,,,14.97,,0.15%
160812	,长盛同益成长回报(LOF),2020-11-23,2.4860,5.8010,0.89,0.89,5.47,7.53,38.73,63.12,98.40,63.45,54.70,148.60,51.4911,0.15%
001682	,新华鑫回报混合,2020-11-23,1.3530,1.4630,0.22,0.89,2.58,2.04,9.02,19.73,61.65,30.98,12.94,49.9920,22.9554,0.15%
160813	,长盛同盛成长优选(LOF),2020-11-23,1.3550,3.9330,1.12,0.89,11.71,18.76,60.74,74.61,102.24,61.12,69.16,35.50,36.5591,0.15%
003634	,嘉实农业产业股票,2020-11-23,2.0830,2.0830,0.09,0.89,2.69,-6.72,30.06,58.49,139.84,81.46,57.14,108.30,65.4328,0.15%
005136	,华安幸福生活混合,2020-11-23,2.3167,2.3167,0.90,0.89,5.87,7.61,59.30,91.01,188.61,132.13,77.74,131.67,77.5872,0.15%
002802	,广发东财大数据混合,2020-11-23,1.4432,1.4432,0.28,0.89,6.78,0.85,35.72,55.10,78.30,,45.57,44.32,39.3025,0.12%
161039	,富国中证1000指数增强,2020-11-23,1.6796,1.6796,0.60,0.89,1.70,-2.20,26.45,51.55,88.85,,40.54,67.96,47.4380,0.12%
006084	,融通研究优选混合,2020-11-23,1.6998,1.7398,0.90,0.89,7.81,6.01,37.29,56.92,,,45.56,76.8093,53.6557,0.15%
009341	,易方达均衡成长股票,2020-11-23,1.1052,1.1052,0.91,0.89,6.07,5.16,10.52,,,,,10.52,3.69,0.15%
001033	,华夏安康债券C,2020-11-23,1.4850,1.6450,1.02,0.88,3.48,2.06,14.94,13.10,17.95,20.44,9.35,69.71,9.0289,0.00%
000121	,华夏永福混合A,2020-11-23,2.2820,2.2820,0.71,0.88,3.77,5.50,21.84,30.85,48.09,42.71,23.82,128.20,22.4815,0.08%
217016	,招商深证100指数A,2020-11-23,2.1738,2.1738,0.69,0.88,8.02,9.76,40.25,52.43,109.89,49.61,41.50,117.38,37.7208,0.12%
100039	,富国通胀通缩主题轮动混合,2020-11-23,3.78,3.83,0.48,0.88,7.69,9.88,46.68,81.47,169.81,131.33,64.92,294.1721,54.3508,0.15%
530011	,建信内生动力混合,2020-11-23,2.76,3.12,1.10,0.88,8.28,10,44.65,72.56,138.67,93.04,61.91,248.9745,62.4697,0.15%
001370	,中银新趋势混合,2020-11-23,1.4970,1.4970,0.54,0.88,3.24,5.80,15.24,20.53,42.57,37.09,18.62,49.70,13.6766,0.15%
004652	,建信鑫利回报灵活配置混合A,2020-11-23,1.3541,1.3541,0.42,0.88,3.58,5.30,31.08,38.16,75.22,,31.72,35.41,31.9615,0.15%
005225	,广发量化多因子混合,2020-11-23,1.7656,1.7656,0.92,0.88,6.02,9.49,43.81,51.98,107.38,,42.27,76.56,39.0960,0.15%
005840	,富国产业驱动混合,2020-11-23,2.5672,2.5672,1.43,0.88,5.26,9.34,47.57,86.53,156.80,,77.05,156.72,76.5532,0.15%
007548	,易方达ESG责任投资股票,2020-11-23,1.7231,1.7231,0.96,0.88,11.61,16.99,60.11,73.37,,,66.69,72.31,,0.15%
009179	,嘉实中证主要消费ETF联接A,2020-11-23,1.3877,1.3877,0.72,0.88,6.34,6,40.67,,,,,38.77,32.69,0.12%
002465	,东兴众智优选混合,2020-11-23,1.04,1.04,0.68,0.87,0.78,2.16,16.59,25.45,19.95,-4.06,20.23,4,25.4613,0.15%
160718	,嘉实多利分级债券,2020-11-23,1.0265,1.4460,0.42,0.87,1.41,0.82,5.64,9.57,15.96,14.05,8.29,56.3449,8.3570,0.08%
004408	,招商深证100指数C,2020-11-23,2.1468,2.1468,0.68,0.87,7.98,9.64,39.97,51.81,108.25,47.75,40.99,69.0394,37.1873,0.00%
004653	,建信鑫利回报灵活配置混合C,2020-11-23,1.3722,1.3722,0.41,0.87,3.54,5.19,30.82,37.61,73.70,,31.26,37.22,31.3869,0.00%
006753	,天弘港股通精选C,2020-11-23,1.3934,1.3934,-0.01,0.87,8.35,6.97,29.61,28.35,,,27.09,39.34,19.4697,0.00%
006752	,天弘港股通精选A,2020-11-23,1.40,1.40,-0.01,0.87,8.38,7.06,29.81,28.75,,,27.43,40,19.8388,0.12%
009180	,嘉实中证主要消费ETF联接C,2020-11-23,1.3861,1.3861,0.72,0.87,6.32,5.95,40.54,,,,,38.61,32.59,0.00%
009875	,天弘甄选食品饮料股票A,2020-11-23,1.0806,1.0806,0.31,0.87,7.02,8.05,,,,,,8.06,,0.12%
009876	,天弘甄选食品饮料股票C,2020-11-23,1.08,1.08,0.31,0.87,7,7.99,,,,,,8,,0.00%
110013	,易方达科翔混合,2020-11-23,4.6760,10.6070,1.10,0.86,6.01,1.87,29.03,64.99,131.23,77.38,50.56,643.1733,51.0351,0.15%
001473	,建信大安全战略精选股票,2020-11-23,2.85,2.85,0.62,0.86,10.24,15.16,52.42,73.18,165.31,105.07,59.50,185,55.8732,0.15%
002270	,东吴安盈量化灵活配置混合,2020-11-23,1.3748,1.4048,0.69,0.86,6.40,6.73,30.37,48.02,76.30,37.23,40.79,41.2125,42.7947,0.15%
002582	,招商丰凯混合C,2020-11-23,1.4130,1.4130,0.50,0.86,4.43,6.40,18.94,24.93,35.73,31.56,21.92,41.30,16.8706,0.15%
003345	,安信新成长混合A,2020-11-23,1.1452,1.3352,0.48,0.86,3.20,4.61,11.82,14.08,25.15,27.99,12.49,36.2551,9.9909,0.10%
001530	,万家瑞富灵活配置混合,2020-11-23,1.2396,1.2696,0.43,0.86,1.70,3.82,10.33,14.87,24.47,23.03,12.95,27.6780,12.0662,0.06%
400003	,东方精选混合,2020-11-23,2.0138,6.0649,0.34,0.86,7.53,9.36,40.33,47.74,78.10,23.01,41.13,796.7289,33.3810,0.15%
006132	,万家智造优势混合A,2020-11-23,2.3363,2.3363,1.05,0.86,6.07,-0.02,32.58,78.33,131.41,,58.13,133.63,64.6294,0.15%
007924	,方正富邦天鑫混合C,2020-11-23,1.2124,1.2504,1.31,0.86,7.92,12.91,18.19,25.54,,,20.33,25.6256,10.9638,0.00%
007923	,方正富邦天鑫混合A,2020-11-23,1.2125,1.2505,1.31,0.86,7.95,12.98,18.35,25.88,,,20.63,25.6435,10.9186,0.15%
008286	,易方达研究精选股票,2020-11-23,1.5791,1.5791,1.10,0.86,11.43,16.75,52.98,,,,,57.91,37.34,0.15%
009817	,红塔红土稳健精选混合A,2020-11-23,1.0187,1.0187,0.52,0.86,2.62,,,,,,,1.87,,0.08%
580002	,东吴双动力混合,2020-11-23,1.3144,2.3772,0.26,0.86,2.71,3.77,40.94,89.15,155.77,58.84,72.52,196.3943,66.6803,0.15%
000935	,浙商汇金转型成长,2020-11-23,1.1830,1.3330,0.94,0.85,6.19,5.72,31.74,46.59,86.30,53.64,37.24,27.3351,38.4324,0.15%
002522	,永赢双利债券C,2020-11-23,1.2523,1.2653,0.43,0.85,0.95,1.67,5.57,9.03,24.27,24.85,6.03,26.8494,5.5021,0.00%
002783	,东方红价值精选混合A,2020-11-23,1.4379,1.4579,0.50,0.85,2.44,3.89,12,20.54,41.33,39.24,16.07,46.5706,16.8551,1.00%
003346	,安信新成长混合C,2020-11-23,1.1398,1.3258,0.48,0.85,3.18,4.55,11.71,13.84,24.65,27.25,12.28,35.1601,9.7697,0.00%
002784	,东方红价值精选混合C,2020-11-23,1.4135,1.4335,0.50,0.85,2.41,3.79,11.78,20.06,40.21,37.57,15.66,44.0958,16.3891,0.00%
001495	,东方新价值混合A,2020-11-23,1.4065,1.4065,0.74,0.85,2.17,1.56,11.09,18.11,20.91,17.32,16.77,40.65,19.5724,0.08%
006133	,万家智造优势混合C,2020-11-23,2.2906,2.2906,1.05,0.85,6.02,-0.15,32.24,77.41,128.76,,57.42,129.06,63.7935,0.00%
005765	,中欧明睿新常态混合C,2020-11-23,2.1270,2.2940,1.24,0.85,13.87,13.56,42.85,53.57,128.42,,43.43,99.2063,39.8260,0.00%
002521	,永赢双利债券A,2020-11-23,1.2505,3.1005,0.43,0.85,0.99,1.77,5.80,9.46,25.23,26.25,6.41,261.9817,5.9111,0.08%
008901	,富国内需增长混合,2020-11-23,1.5234,1.5234,0.74,0.85,4.67,6.03,47.46,,,,,52.34,42.05,0.15%
009182	,浙商智多兴稳健回报一年持有混合C,2020-11-23,1.0446,1.0446,0.40,0.85,3.46,3.73,,,,,,4.46,0.06,0.00%
009181	,浙商智多兴稳健回报一年持有混合A,2020-11-23,1.0470,1.0470,0.40,0.85,3.50,3.87,,,,,,4.70,0.19,0.12%
009651	,海富通成长甄选混合A,2020-11-23,1.0010,1.0010,0.46,0.85,0.54,,,,,,,0.10,,0.15%
009652	,海富通成长甄选混合C,2020-11-23,1.0004,1.0004,0.46,0.85,0.51,,,,,,,0.04,,0.00%
350006	,天治稳健双盈债券,2020-11-23,1.2089,2.0080,0.41,0.84,1.75,2.44,3.83,3.96,10.58,10.06,2.73,106.6298,1.5574,0.00%
002293	,南方益和混合,2020-11-23,2.0992,2.0992,0.72,0.84,4.84,9.88,39.09,59.21,95.27,96.19,50.98,109.92,49.3790,0.15%
001636	,万家瑞益灵活配置混合C,2020-11-23,1.5009,1.5009,0.41,0.84,1.71,2.79,11.23,12.09,24.96,28.91,7.31,50.09,9.6464,0.00%
001635	,万家瑞益灵活配置混合A,2020-11-23,1.5441,1.5441,0.41,0.84,1.73,2.84,11.33,12.29,25.79,30.45,7.48,54.41,9.8446,0.06%
100022	,富国天瑞强势混合,2020-11-23,1.0040,5.5932,1.49,0.84,5.70,8.12,52.10,80.39,131.52,81.47,72.33,1723.6324,70.4542,0.15%
003120	,博时鑫源混合C,2020-11-23,1.9190,1.9190,0.31,0.84,5.09,5.15,29.84,32.71,79.01,59.39,21.38,91.90,23.4818,0.08%
400007	,东方策略成长混合,2020-11-23,4.6493,4.6493,0.84,0.84,9.06,11.04,48.73,64.17,101.20,61.12,56.83,364.93,55.4276,0.15%
000993	,华宝稳健回报混合,2020-11-23,1.44,1.44,0.98,0.84,8.03,13.39,56.01,77.56,110.83,47.24,67.44,44,60.3448,0.15%
004321	,前海开源沪港深强国产业混合,2020-11-23,1.0785,1.0785,0.66,0.84,1.75,3.75,2.46,1.90,10.50,6.01,0.48,7.85,1.7295,0.15%
001752	,华商信用增强债券C,2020-11-23,0.9640,0.9640,1.05,0.84,3.32,3.66,8.93,9.92,13.95,-8.71,11.06,-3.60,4.7727,0.00%
003119	,博时鑫源混合A,2020-11-23,1.9260,1.9260,0.31,0.84,5.13,5.19,29.96,32.83,79.33,59.97,21.51,92.60,23.5532,0.08%
005585	,银河文体娱乐混合,2020-11-23,1.5252,1.5252,-1.42,0.84,2.26,-8.08,11.70,12.84,56.85,,9.19,52.52,15.7587,0.15%
005607	,华宝中证500增强A,2020-11-23,1.2366,1.2366,0.74,0.84,4.24,-1.10,25.76,39.19,57.41,,30.37,23.66,30.9064,0.12%
003126	,长信易进混合A,2020-11-23,1.1461,1.1461,0.37,0.84,1.06,1.72,1.56,4.23,6.86,11.09,3.84,14.61,2.8267,0.08%
008261	,招商研究优选股票A,2020-11-23,1.3609,1.3609,0.84,0.84,5.93,5.94,36.34,,,,,36.09,29.93,0.15%
009818	,红塔红土稳健精选混合C,2020-11-23,1.0180,1.0180,0.51,0.84,2.57,,,,,,,1.80,,0.00%
009069	,大成睿鑫股票A,2020-11-23,1.0635,1.0635,0.51,0.84,6.69,5.57,,,,,,6.35,0.33,0.15%
340008	,兴全有机增长混合,2020-11-23,3.9693,4.7893,0.47,0.83,10.58,9.49,40.97,59.46,114.70,49.10,51.29,475.2082,42.1419,0.15%
519033	,海富通国策导向混合,2020-11-23,1.94,2.5070,0.57,0.83,6.95,-0.31,22.63,45.10,117.25,32.15,39.27,183.1394,43.4351,0.15%
000362	,国泰聚信价值优势混合A,2020-11-20,2.5640,3.5620,0.79,0.83,-0.66,-0.93,28.78,75.74,143.96,92.20,63.94,371.2507,83.0281,0.15%
000767	,华富国泰民安灵活配置混合,2020-11-23,1.4540,1.5040,0.48,0.83,4.60,4.76,28.22,41.93,84.06,35.69,32.72,51.2962,32.5971,0.15%
001970	,泰信鑫选灵活配置混合A,2020-11-23,1.2120,1.2120,-0.25,0.83,-0.49,-10.95,14.88,22.67,62.68,25.86,14.23,21.20,33.0418,0.15%
002194	,北信瑞丰稳定增强,2020-11-23,1.2080,1.2080,0.58,0.83,2.11,3.16,13.11,19.72,25.31,15.82,17.74,20.80,17.6056,0.08%
003221	,新华丰利债券A,2020-11-23,1.2247,1.2247,0.62,0.83,1.68,1.26,7.77,10.01,16.11,18.33,6.90,22.47,7.8442,0.08%
003222	,新华丰利债券C,2020-11-23,1.2055,1.2055,0.61,0.83,1.64,1.16,7.56,9.59,15.30,17,6.53,20.55,7.4716,0.00%
501027	,国泰融信(LOF),2020-11-20,1.0996,1.1517,0.08,0.83,2.87,4,4.48,7.56,9.35,10.53,5.09,15.6849,4.8232,0.15%
005290	,诺德新盛灵活配置混合A,2020-11-23,1.4773,1.4773,0.68,0.83,3.72,-8.61,18.28,59.90,87.67,,44.52,47.73,64.0009,0.15%
002634	,华宝未来主导混合,2020-11-23,1.3340,1.3340,0.15,0.83,4.63,8.54,40.27,57.87,110.41,47.24,45,33.40,35.1412,0.15%
005386	,银河睿达灵活配置混合A,2020-11-23,1.4364,1.5619,0.52,0.83,1.70,5.08,28.66,25.56,54.68,,23.40,59.5648,20.1986,0.08%
202212	,南方平衡配置混合,2020-11-23,2.6055,2.7247,0.66,0.83,4.41,7.92,34.24,52.92,115.10,71.66,46,190.6323,44.5854,0.15%
004934	,圆信永丰消费升级,2020-11-23,1.6211,1.7611,0.65,0.83,3.56,1.49,26.94,57.80,121.61,,44.96,77.6388,47.8475,0.15%
005387	,银河睿达灵活配置混合C,2020-11-23,1.4350,1.5605,0.52,0.83,1.69,5.04,28.60,25.43,54.60,,23.28,59.4050,20.1107,0.00%
005608	,华宝中证500增强C,2020-11-23,1.2238,1.2238,0.73,0.83,4.21,-1.21,25.51,38.63,56.16,,29.92,22.38,30.3888,0.00%
002449	,民生加银量化中国混合,2020-11-23,1.0970,1.0970,0.64,0.83,3.59,4.58,15.23,20.29,31.53,-2.66,15.84,9.70,17.1875,0.15%
003127	,长信易进混合C,2020-11-23,1.1362,1.1362,0.37,0.83,1.06,1.71,1.56,4.26,6.58,10.43,3.84,13.62,2.8141,0.00%
007713	,华富科技动能混合,2020-11-23,1.2219,1.2719,0.46,0.83,1.98,-4.59,20.87,27.78,,,26.07,27.1542,29.8807,0.15%
007497	,中庚价值灵动灵活配置混合,2020-11-23,1.57,1.57,-0.09,0.83,4.44,0.02,37.99,55.08,,,44.78,57,43.4020,1.50%
008175	,国泰蓝筹精选混合C,2020-11-20,1.5079,1.5079,1.28,0.83,7.44,17.07,44.05,,,,,50.79,32.67,0.00%
008174	,国泰蓝筹精选混合A,2020-11-20,1.5133,1.5133,1.29,0.83,7.48,17.22,44.41,,,,,51.33,33.01,0.15%
009070	,大成睿鑫股票C,2020-11-23,1.0622,1.0622,0.50,0.83,6.65,5.46,,,,,,6.22,0.3,0.00%
001751	,华商信用增强债券A,2020-11-23,0.9850,0.9850,1.03,0.82,3.47,3.79,9.08,10.43,14.94,-7.60,11.43,-1.50,5.2573,0.08%
162413	,华宝中证1000指数,2020-11-23,1.0135,0.4217,0.59,0.82,2.24,-6.30,19.50,31.68,49.63,-1.29,23.34,-57.5925,28.8060,0.10%
002617	,中银益利混合C,2020-11-23,1.3510,1.4720,0.45,0.82,2.50,4.87,12.33,17.44,37.16,41.13,15.53,49.4514,12.6856,0.00%
590007	,中邮中证500指数增强A,2020-11-23,1.3317,1.8417,1.03,0.82,3.43,-2.31,24.74,40.03,59.68,18.27,32.07,98.2605,33.7780,0.15%
002124	,广发新兴产业混合A,2020-11-23,2.84,2.84,0.74,0.82,3.42,-1.46,31.42,85.14,174.66,99.58,73.91,184,88.1378,0.15%
002616	,中银益利混合A,2020-11-23,1.3540,1.4750,0.37,0.82,2.42,4.86,12.39,17.59,37.45,41.42,15.68,49.7665,12.8411,0.10%
005169	,华泰保兴策略精选A,2020-11-23,1.6026,1.6026,0.41,0.82,3.07,1.78,10.94,23.60,58.81,,13.19,60.26,22.2559,0.15%
002167	,南方顺康混合,2020-11-23,1.5906,1.5906,0.61,0.82,5.53,4.74,34.10,33.33,79.14,50.91,24.18,59.06,26.0877,0.12%
005965	,安信中证500指数增强A,2020-11-23,1.7530,1.7530,0.97,0.82,4.17,-2.41,26.86,42.95,,,34.08,75.30,37.1449,0.12%
008262	,招商研究优选股票C,2020-11-23,1.3545,1.3545,0.83,0.82,5.86,5.72,35.78,,,,,35.45,29.54,0.00%
009384	,大摩MSCI中国A股增强,2020-11-23,1.0431,1.0431,0.76,0.82,4.88,4.07,,,,,,4.31,-1.12,0.15%
002035	,安信平稳增长混合发起C,2020-11-23,1.3862,1.8662,0.45,0.81,2.13,1.26,5.86,9.07,19.70,19.74,7.42,37.6269,7.0514,0.15%
009073	,德邦惠利混合A,2020-11-23,1.0267,1.0267,0.33,0.81,1.98,2.10,,,,,,2.67,-0.83,0.15%
750005	,安信平稳增长混合发起A,2020-11-23,1.3922,1.8722,0.45,0.81,2.14,1.28,5.90,9.18,19.94,20.10,7.51,99.2556,7.1630,0.15%
501051	,圆信永丰汇利混合(LOF),2020-11-23,1.7379,1.7379,-0.01,0.81,9.78,6.08,43.77,57.93,116.37,,46.81,73.79,44.6151,0.15%
005170	,华泰保兴策略精选C,2020-11-23,1.5834,1.5834,0.41,0.81,3.03,1.66,10.67,23.01,57.69,,12.69,58.34,21.8277,0.00%
